name,district,price,bedroom,wc,acreage,link
"Bán Nhà NGUYỄN THÁI BÌNH,1 TỶ/1NĂM, 23CHDV DT 5,9X16,5 Thang Máy","Quận Tân Bình, TPHCM",19 tỷ 500 triệu,23 PN,23 WC,97 m2,https://mogi.vn/quan-tan-binh/mua-nha-hem-ngo/ban-nha-nguye-n-tha-i-bi-nh-1-ty-1nam-23chdv-dt-5-9x16-5-thang-ma-y-id22413110
Bán nhà Tân Phú Hẻm xe hơi 4.3m x 13m chỉ 5.x tỷ Thương lượng,"Quận Tân Phú, TPHCM",5 tỷ 300 triệu,3 PN,3 WC,65 m2,https://mogi.vn/quan-tan-phu/mua-nha-hem-ngo/ban-nha-tan-phu-hem-xe-hoi-4-3m-x-13m-chi-5-x-ty-thuong-luong-id22450985
GIẢM CỰC SÂU 40 tỷ! Bán khách sạn MT bùi viện Quận 1 – 8x20m.,"Quận 1, TPHCM",40 tỷ,8 PN,9 WC,160 m2,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/giam-cuc-sau-40-ty-ban-khach-san-mt-bui-vien-quan-1-8x20m-id22526147
"4 Tầng - Ngang To 5m, Ô Tô Đỗ Cửa - Khu Vip Phan Xích Long - Phú Nhuận","Quận Phú Nhuận, TPHCM",5 tỷ 800 triệu,3 PN,4 WC,30 m2,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/4-tang-ngang-to-5m-o-to-do-cua-khu-vip-phan-xich-long-phu-nhuan-id22498804
"Nhà Mặt tiền Dạ Nam Q8 110m2 ngang 5.5m có 30tr/th, giá 17.8 tỷ TL gấp","Quận 8, TPHCM",17 tỷ 800 triệu,3 PN,4 WC,110 m2,https://mogi.vn/quan-8/mua-nha-mat-tien-pho/nha-mat-tien-da-nam-q8-110m2-ngang-5-5m-co-30tr-th-gia-17-8-ty-tl-gap-id22300856
Bán Nhà Quách Văn Tuấn P12-Tân Bình -Hẻm 10m-3 Tầng -Nhỉnh 13 tỷ,"Quận Tân Bình, TPHCM",13 tỷ,6 PN,4 WC,80 m2,https://mogi.vn/quan-tan-binh/mua-nha-mat-tien-pho/ban-nha-quach-van-tuan-p12-tan-binh-hem-10m-3-tang-nhinh-13-ty-id22529584
Bán nhà Phan Huy Ích lô góc hẻm 8m 60m2 chỉ 4.xx tỷ,"Quận Gò Vấp, TPHCM",4 tỷ 950 triệu,2 PN,2 WC,60 m2,https://mogi.vn/quan-go-vap/mua-nha-hem-ngo/ban-nha-phan-huy-ich-lo-goc-hem-8m-60m2-chi-4-xx-ty-id22396713
Siêu rẻ 28 tỷ! Bán MT ngang LỚN 8*25m Nguyễn Thái Học Q1 2 Tầng,"Quận 1, TPHCM",28 tỷ,1 PN,2 WC,200 m2,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/sieu-re-28-ty-ba-n-mt-ngang-lo-n-8-25m-nguye-n-tha-i-ho-c-q1-2-tang-id22402530
"MTKD P. Phú Thọ Hòa Tân Phú 155m2 5x31 vuông vức, có 20tr/th, 18 tỷ TL","Quận Tân Phú, TPHCM",18 tỷ,3 PN,2 WC,155 m2,https://mogi.vn/quan-tan-phu/mua-nha-mat-tien-pho/mtkd-p-phu-tho-hoa-tan-phu-155m2-5x31-vuong-vuc-co-20tr-th-18-ty-tl-id22343422
"Mặt tiền kinh doanh PHẠM VĂN HAI-NGUYỄN BẶC, GẦN 40M2, CHỈ 5.99 TỶ TL","Quận Tân Bình, TPHCM",6 tỷ,2 PN,2 WC,40 m2,https://mogi.vn/quan-tan-binh/mua-nha-hem-ngo/mat-tien-kinh-doanh-pham-van-hai-nguyen-bac-gan-40m2-chi-5-99-ty-tl-id22539208
🏠 Nhà Đẹp Khu Chợ Hoa Hồ Thị Kỷ - Quận 10 DT: 45m2 -  6Tầng 1 tỷ 780,"Quận 10, TPHCM",1 tỷ 780 triệu,5 PN,4 WC,45 m2,https://mogi.vn/quan-10/mua-nha-hem-ngo/nha-dep-khu-cho-hoa-ho-thi-ky-quan-10-dt-45m2-6tang-1-ty-780-id22528163
Bán Toà Nhà 6 Tầng Mặt Tiền 285 CMT8 5.3x17 Thu Nhập 1 Tỷ Mỗi Năm,"Quận 10, TPHCM",30 tỷ 999 triệu,6 PN,6 WC,90 m2,https://mogi.vn/quan-10/mua-nha-mat-tien-pho/ban-toa-nha-6-tang-mat-tien-285-cmt8-5-3x17-thu-nhap-1-ty-moi-nam-id22443261
Biệt Thự TRƯỜNG CHINH-Khu VIP Bàu Cát- ÔTô Vào Nhà- 100M2-Có Thang Máy,"Quận Tân Bình, TPHCM",17 tỷ 500 triệu,5 PN,6 WC,100 m2,https://mogi.vn/quan-tan-binh/mua-nha-hem-ngo/biet-thu-truong-chinh-khu-vip-bau-cat-oto-vao-nha-100m2-co-thang-may-id22369706
🔰  Bán Tòa Nhà Ngang 10 - Cao 7 Tầng Trương Định Q3,"Quận 3, TPHCM",85 tỷ,7 PN,7 WC,120 m2,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/ban-toa-nha-ngang-10-cao-7-tang-truong-dinh-q3-id22539366
"HOT ! Khu VIP Bùi Đình Túy, Nhà Đẹp 4 Tầng, 30m2, 3.5x9m, chỉ 4,48 tỷ","Quận Bình Thạnh, TPHCM",4 tỷ 480 triệu,3 PN,4 WC,30 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/hot-khu-vip-bui-dinh-tuy-nha-dep-4-tang-30m2-3-5x9m-chi-4-48-ty-id22521250
Bán nhà Nguyễn Văn Quá Quận 12 ngay chợ cầu 5x13 hẻm xe tải chỉ 4. tỷ,"Quận 12, TPHCM",4 tỷ 750 triệu,3 PN,4 WC,65 m2,https://mogi.vn/quan-12/mua-nha-hem-ngo/ban-nha-nguyen-van-qua-quan-12-ngay-cho-cau-5x13-hem-xe-tai-chi-4-ty-id22305723
"Bán Nhà Ni Sư Huỳnh Liên 74m2 x3 Tầng ngang 4,1m nhà đẹp 5,7 tỷ","Quận Tân Bình, TPHCM",5 tỷ 690 triệu,3 PN,4 WC,74 m2,https://mogi.vn/quan-tan-binh/mua-nha-hem-ngo/ban-nha-ni-su-huynh-lien-74m2-x3-tang-ngang-4-1m-nha-dep-5-7-ty-id22497641
"Bán Nhà MẶT TIỀN 6 Tầng DT 115M2( 6,3X18) , Nhỉnh 20 Tỷ KD Đỉnh","Quận Tân Bình, TPHCM",23 tỷ 499 triệu,6 PN,6 WC,115 m2,https://mogi.vn/quan-tan-binh/mua-nha-mat-tien-pho/ban-nha-mat-tien-6-tang-dt-115m2-6-3x18-nhinh-20-ty-kd-dinh-id22456332
Hẻm Xe Tải Né Lê Văn Quới Bình Tân 3 Tầng Ngang Hiếm 6m12m Chỉ 5.X Tỷ,"Quận Bình Tân, TPHCM",5 tỷ 950 triệu,3 PN,3 WC,72 m2,https://mogi.vn/quan-binh-tan/mua-nha-hem-ngo/hem-xe-tai-ne-le-van-quoi-binh-tan-3-tang-ngang-hiem-6m12m-chi-5-x-ty-id22534766
"Bán GẤP nhà đất Huỳnh Tấn Phát, 92m2 ngay trung tâm quận, 62tr/m2","Quận 7, TPHCM",4 tỷ 900 triệu,2 PN,1 WC,92 m2,https://mogi.vn/quan-7/mua-nha-hem-ngo/ban-gap-nha-dat-huynh-tan-phat-92m2-ngay-trung-tam-quan-62tr-m2-id22515344
Bán Nhà 2 Mặt Tiền Nguyễn Thị Kiểu 132M2 Công Nhận Đủ-Quận 12- 11 Tỷ 2,"Quận 12, TPHCM",11 tỷ 200 triệu,4 PN,4 WC,132 m2,https://mogi.vn/quan-12/mua-nha-mat-tien-pho/ban-nha-2-mat-tien-nguyen-thi-kieu-132m2-cong-nhan-du-quan-12-11-ty-2-id22458289
Khu Vip - Bán Nhà Ngô Tất Tố - 68M2 - Xe Hơi Ngủ Nhà - Chỉ 5.95 Tỷ,"Quận Bình Thạnh, TPHCM",5 tỷ 950 triệu,2 PN,1 WC,68 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/khu-vip-ban-nha-ngo-tat-to-68m2-xe-hoi-ngu-nha-chi-5-95-ty-id22313275
Bán nhà Mặt Tiền Phạm Cự Lượng Dt 225m2 x3 Tầng ngang 5m nở hậu 14m ch,"Quận Tân Bình, TPHCM",29 tỷ 900 triệu,9 PN,9 WC,225 m2,https://mogi.vn/quan-tan-binh/mua-nha-mat-tien-pho/ban-nha-mat-tien-pham-cu-luong-dt-225m2-x3-tang-ngang-5m-no-hau-14m-ch-id22495772
Bình Hưng Hoà ngày Aeon Tân Phú hẻm xe tải tránh 4m x16m - 4 tầng 6.3t,"Quận Bình Tân, TPHCM",6 tỷ 300 triệu,4 PN,4 WC,70 m2,https://mogi.vn/quan-binh-tan/mua-nha-mat-tien-pho/binh-hung-hoa-ngay-aeon-tan-phu-hem-xe-tai-tranh-4m-x16m-4-tang-6-3t-id22512756
"Siêu Phẩm 5 Tầng (4 X 14), Ôtô Vô Nhà, Khu Vip Nguyễn Thái Sơn, Gò Vấp","Quận Gò Vấp, TPHCM",7 tỷ 650 triệu,5 PN,6 WC,56 m2,https://mogi.vn/quan-go-vap/mua-nha-biet-thu-lien-ke/sieu-pham-5-tang-4-x-14-oto-vo-nha-khu-vip-nguyen-thai-son-go-vap-id22538511
"Lô góc 3 MTKD Bình Long ngay 4 xã 184m2 3T ngang khủng, chỉ 20.2 tỷ TL","Quận Bình Tân, TPHCM",20 tỷ 200 triệu,5 PN,3 WC,184 m2,https://mogi.vn/quan-binh-tan/mua-nha-mat-tien-pho/lo-goc-3-mtkd-binh-long-ngay-4-xa-184m2-3t-ngang-khung-chi-20-2-ty-tl-id21615191
NGỘP! Bán Nhà AN BÌNH- Q.5- 37m2- 5 Tầng- 6PN- Có Sân Để Xe- Nở Hậu L,"Quận 5, TPHCM",5 tỷ 700 triệu,6 PN,4 WC,37 m2,https://mogi.vn/quan-5/mua-nha-hem-ngo/ngop-ban-nha-an-binh-q-5-37m2-5-tang-6pn-co-san-de-xe-no-hau-l-id21477794
"Hiếm ! Bán Nhà Phan Chu Trinh, Hẻm Xe Hơi, 39M2, 4 Tầng, Chỉ 5.69 Tỷ","Quận Bình Thạnh, TPHCM",5 tỷ 690 triệu,4 PN,4 WC,39 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/hiem-ban-nha-phan-chu-trinh-hem-xe-hoi-39m2-4-tang-chi-5-69-ty-id22351384
"Bán Nhà Khách Sạn, Nguyễn Minh Hoàng hẻm 8m 7 TẦng 16 Phòng thang máy","Quận Tân Bình, TPHCM",19 tỷ 500 triệu,16 PN,16 WC,70 m2,https://mogi.vn/quan-tan-binh/mua-nha-hem-ngo/ban-nha-khach-san-nguyen-minh-hoang-hem-8m-7-tang-16-phong-thang-may-id22492474
"Cống Lỡ 80m2(5m x17m), 5 tầng nhà mới 6pn hẻm xe tải, giá 9.6 tỷ TL","Quận Tân Bình, TPHCM",9 tỷ 600 triệu,6 PN,5 WC,80 m2,https://mogi.vn/quan-tan-binh/mua-nha-hem-ngo/cong-lo-80m2-5m-x17m-5-tang-nha-moi-6pn-hem-xe-tai-gia-9-6-ty-tl-id22520205
Giá TỐT 60 tỷ! Bán MT Lý Thái Tổ Q3 NH: 9.2x19.5m 3 Lầu HDT 1.2Tỷ,"Quận 3, TPHCM",60 tỷ,2 PN,3 WC,154 m2,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/gia-to-t-60-ty-ban-mt-ly-thai-to-q3-nh-9-2x19-5m-3-la-u-hdt-1-2ty-id21955265
Giảm Nửa Tỷ - Lô Góc 3 Tầng Hiếm - Ôtô Đỗ Cửa - Bạch Đằng - Bình Thạnh,"Quận Bình Thạnh, TPHCM",6 tỷ 800 triệu,4 PN,3 WC,48 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/giam-nua-ty-lo-goc-3-tang-hiem-oto-do-cua-bach-dang-binh-thanh-id22506551
"Bán nhà MTKD Quận 8 280m2, 10x28 vuông  dt khủng, giảm sốc 25 tỷ TL","Quận 8, TPHCM",25 tỷ,2 PN,2 WC,280 m2,https://mogi.vn/quan-8/mua-nha-mat-tien-pho/ban-nha-mtkd-quan-8-280m2-10x28-vuong-dt-khung-giam-soc-25-ty-tl-id21619472
"Rẻ Nhất Quận 3- CMT8- 123m2(6,2x15)- Gần Chợ HOÀ HƯNG- Chỉ 97 Tr/m2","Quận 3, TPHCM",12 tỷ,9 PN,2 WC,123 m2,https://mogi.vn/quan-3/mua-nha-hem-ngo/re-nhat-quan-3-cmt8-123m2-6-2x15-gan-cho-hoa-hung-chi-97-tr-m2-id21892947
"Hiếm ! Bán Nhà Nguyễn Văn Đậu, Hẻm Xe Hơi 45M2, 4 Tầng, Chỉ 5.7 Tỷ","Quận Bình Thạnh, TPHCM",5 tỷ 700 triệu,4 PN,3 WC,45 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/hiem-ban-nha-nguyen-van-dau-hem-xe-hoi-45m2-4-tang-chi-5-7-ty-id22358807
BÁN NHÀ MẶT TIỀN BIỆT THỰ gần ngã tư Bảy Hiền DT 171M2 ngang 7M 4 tầng,"Quận Tân Bình, TPHCM",24 tỷ 980 triệu,8 PN,7 WC,171 m2,https://mogi.vn/quan-tan-binh/mua-nha-mat-tien-pho/ban-nha-mat-tien-biet-thu-gan-nga-tu-bay-hien-dt-171m2-ngang-7m-4-tang-id22481830
"CHDV ngay ngã tư Bảy Hiền 6.3m x 17m 5 tầng, 15pn giá chỉ 14.8 tỷ TL","Quận Tân Bình, TPHCM",14 tỷ 800 triệu,15 PN,14 WC,105 m2,https://mogi.vn/quan-tan-binh/mua-nha-mat-tien-pho/chdv-ngay-nga-tu-bay-hien-6-3m-x-17m-5-tang-15pn-gia-chi-14-8-ty-tl-id22520207
GIảm MẠNH 7 tỷ! Nhà MT Đề Thám Q1 (cách Trần Hưng Đạo 20m) còn 38tỷ,"Quận 1, TPHCM",38 tỷ,1 PN,2 WC,69 m2,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/gia-m-ma-nh-7-ty-nha-mt-de-tham-q1-cach-tran-hung-dao-20m-con-38ty-id22052224
5 Tầng Mới Đẹp - 5 Pn - Thu Nhập 220 Triệu - Chu Văn An - Bình Thạnh.,"Quận Bình Thạnh, TPHCM",4 tỷ 950 triệu,5 PN,5 WC,32 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/5-tang-moi-dep-5-pn-thu-nhap-220-trieu-chu-van-an-binh-thanh-id22507907
"Tòa nhà MT đường 3/2 7 tầng 89m2 8.2x11, cho thuê cao chủ bán 89 tỷ TL","Quận 10, TPHCM",89 tỷ,20 PN,7 WC,89 m2,https://mogi.vn/quan-10/mua-nha-mat-tien-pho/toa-nha-mt-duong-3-2-7-tang-89m2-8-2x11-cho-thue-cao-chu-ban-89-ty-tl-id21685841
Mặt Tiền Kinh Doanh Vip BẮC HẢI- Gíap Q.10- 4mX23m-Gần CV Lê Thị Riêng,"Quận Tân Bình, TPHCM",15 tỷ 900 triệu,3 PN,2 WC,92 m2,https://mogi.vn/quan-tan-binh/mua-nha-mat-tien-pho/mat-tien-kinh-doanh-vip-bac-hai-giap-q-10-4mx23m-gan-cv-le-thi-rieng-id21935824
Bán Nhà Mặt Tiền Đường Đông Bắc - Quận 12-4x21m- Kinh Doanh-Nhỉnh 8 Tỷ,"Quận 12, TPHCM",8 tỷ 470 triệu,4 PN,4 WC,82 m2,https://mogi.vn/quan-12/mua-nha-mat-tien-pho/ban-nha-mat-tien-duong-dong-bac-quan-12-4x21m-kinh-doanh-nhinh-8-ty-id22465363
"Ngay Cầu Bông ! Bán Nhà Đinh Tiên Hoàng, Hẻm Xe Hơi, 66M2, Chỉ 6.99 Tỷ","Quận Bình Thạnh, TPHCM",6 tỷ 990 triệu,3 PN,3 WC,66 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/ngay-cau-bong-ban-nha-dinh-tien-hoang-hem-xe-hoi-66m2-chi-6-99-ty-id22380264
"BÁN NHÀ BIỆT THỰ LÊ VĂN SỸ DT 155M2 Ngang 9,6M Hồ Bơi, T.Kế Châu Âu","Quận Tân Bình, TPHCM",33 tỷ,5 PN,6 WC,155 m2,https://mogi.vn/quan-tan-binh/mua-nha-biet-thu-lien-ke/ban-nha-biet-thu-le-van-sy-dt-155m2-ngang-9-6m-ho-boi-t-ke-chau-au-id22481664
Khu phân lô phường Tân Sơn Nhì 4m x 18m - 3 tầng hẻm xe tải chỉ 10.2ty,"Quận Tân Phú, TPHCM",10 tỷ 200 triệu,4 PN,4 WC,72 m2,https://mogi.vn/quan-tan-phu/mua-nha-hem-ngo/khu-phan-lo-phuong-tan-son-nhi-4m-x-18m-3-tang-hem-xe-tai-chi-10-2ty-id22521288
RẺ nhất 30 tỷ! Bán góc 2 MT P.Nguyễn Thái Bình Q1 CN: 64.7m2 5 Lầu,"Quận 1, TPHCM",30 tỷ,5 PN,5 WC,65 m2,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/re-nha-t-30-ty-ban-go-c-2-mt-p-nguyen-thai-binh-q1-cn-64-7m2-5-lau-id22375534
"Nhà 1 Đời Chủ, 7 Chỗ Vô Nhà, Ngang To 5,5m, Nguyễn Gia Trí, Bình Thạnh","Quận Bình Thạnh, TPHCM",12 tỷ 500 triệu,5 PN,5 WC,66 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/nha-1-doi-chu-7-cho-vo-nha-ngang-to-5-5m-nguyen-gia-tri-binh-thanh-id22507923
"Lô góc HXT Tỉnh lộ 10, 95m 5.8x17 kd tốt dòng tiền ngay chỉ 9.5 tỷ TL","Quận Bình Tân, TPHCM",9 tỷ 500 triệu,4 PN,3 WC,95 m2,https://mogi.vn/quan-binh-tan/mua-nha-hem-ngo/lo-goc-hxt-tinh-lo-10-95m-5-8x17-kd-tot-dong-tien-ngay-chi-9-5-ty-tl-id21713630
Xe Hơi Đỗ Cửa- LÝ THÁI TỔ- Q.10- 29m2- 5Tầng- 5 PN- Nở Hậu- 3 Mặt Hẻm,"Quận 10, TPHCM",6 tỷ,5 PN,4 WC,29 m2,https://mogi.vn/quan-10/mua-nha-hem-ngo/xe-hoi-do-cua-ly-thai-to-q-10-29m2-5tang-5-pn-no-hau-3-mat-hem-id21918569
"Bán Nhà BIỆT THỰ  DT 215M2 Ngang 9M ó 9PN, Phòng Gym,Gara","Quận Tân Bình, TPHCM",44 tỷ,9 PN,11 WC,21 m2,https://mogi.vn/quan-tan-binh/mua-nha-biet-thu-lien-ke/ban-nha-biet-thu-dt-215m2-ngang-9m-o-9pn-phong-gym-gara-id22407309
Ngộp Bank Bán Gấp Nhà 4 Tầng HXH-60m2-Dưới 5 tỷ 8-Tân Sơn nhì Tân Phú,"Quận Tân Phú, TPHCM",5 tỷ 750 triệu,4 PN,5 WC,60 m2,https://mogi.vn/quan-tan-phu/mua-nha-mat-tien-pho/ngop-bank-ban-gap-nha-4-tang-hxh-60m2-duoi-5-ty-8-tan-son-nhi-tan-phu-id22200508
Bán nhà Ba Văn Tân Bình hẻm nhựa 8m 4.5m x 13m chỉ 9.2 tỷ thương lượn.,"Quận Tân Bình, TPHCM",9 tỷ 200 triệu,7 PN,5 WC,60 m2,https://mogi.vn/quan-tan-binh/mua-nha-mat-tien-pho/ban-nha-ba-van-tan-binh-hem-nhua-8m-4-5m-x-13m-chi-9-2-ty-thuong-luon-id22462257
Giá siêu HỜI 45 tỷ! Bán GẤP MT An Dương Vương Q5 5.5*23m 5 Tầng,"Quận 5, TPHCM",45 tỷ,4 PN,5 WC,110 m2,https://mogi.vn/quan-5/mua-nha-mat-tien-pho/gia-sieu-ho-i-45-ty-ba-n-ga-p-mt-an-duong-vuong-q5-5-5-23m-5-tang-id22072392
MTKD Hương Lộ 2 dt 1100m2 ngang 15m nở hậu chính chủ giá 79 tỷ TL,"Quận Bình Tân, TPHCM",79 tỷ,6 PN,4 WC,1100 m2,https://mogi.vn/quan-binh-tan/mua-nha-mat-tien-pho/mtkd-huong-lo-2-dt-1100m2-ngang-15m-no-hau-chinh-chu-gia-79-ty-tl-id22362848
Góc 2 Mặt Tiền Đường 8m Thông ĐẶNG THUỲ TRÂM- 95m2(5X20)- 4Tầng- Vuông,"Quận Bình Thạnh, TPHCM",15 tỷ 500 triệu,4 PN,5 WC,95 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/goc-2-mat-tien-duong-8m-thong-dang-thuy-tram-95m2-5x20-4tang-vuong-id22458016
"Bán Nhà Mặt Tiền Huỳnh Thị Hai , Tân Chánh Hiệp , Quận 12 - Nhỉnh 7 Tỷ","Quận 12, TPHCM",7 tỷ 890 triệu,6 PN,6 WC,90 m2,https://mogi.vn/quan-12/mua-nha-mat-tien-pho/ban-nha-mat-tien-huynh-thi-hai-tan-chanh-hiep-quan-12-nhinh-7-ty-id22458128
Bán biệt thự Bành Văn Trân 5 tầng 10x13.5 15.4 tỷ Phường 7 Tân Bình,"Quận Tân Bình, TPHCM",15 tỷ 400 triệu,5 PN,6 WC,133 m2,https://mogi.vn/quan-tan-binh/mua-nha-hem-ngo/ban-biet-thu-banh-van-tran-5-tang-10x13-5-15-4-ty-phuong-7-tan-binh-id22529704
"Bán nhà MT Trần Văn Quang 99m2 x 5 Tầng ngang 5,85m kD 7PN, nhỉnh 15","Quận Tân Bình, TPHCM",15 tỷ 500 triệu,7 PN,7 WC,99 m2,https://mogi.vn/quan-tan-binh/mua-nha-mat-tien-pho/ban-nha-mt-tran-van-quang-99m2-x-5-tang-ngang-5-85m-kd-7pn-nhinh-15-id22488756
"Bán nhà nát, NGANG KHỦNG hơn 7m, sử dụng 80m2 giá nhỉnh 5 tỷ","Quận 7, TPHCM",5 tỷ 900 triệu,8 PN,8 WC,80 m2,https://mogi.vn/quan-7/mua-nha-hem-ngo/ban-nha-nat-ngang-khung-hon-7m-su-dung-80m2-gia-nhinh-5-ty-id22515432
Bán Gấp Nhà Đẹp 4 Lầu Hoàng Văn Thụ -Tân Bình- 60m2- Dưới 9 tỷ 8,"Quận Tân Bình, TPHCM",9 tỷ 500 triệu,3 PN,3 WC,60 m2,https://mogi.vn/quan-tan-binh/mua-nha-mat-tien-pho/ban-gap-nha-dep-4-lau-hoang-van-thu-tan-binh-60m2-duoi-9-ty-8-id22200167
Bán biệt thự Tân Sơn Nhì Tân Phú 6.7m x 18m 4 tầng chỉ 14.5 tỷ TL,"Quận Tân Phú, TPHCM",14 tỷ 500 triệu,6 PN,5 WC,120 m2,https://mogi.vn/quan-tan-phu/mua-nha-hem-ngo/ban-biet-thu-tan-son-nhi-tan-phu-6-7m-x-18m-4-tang-chi-14-5-ty-tl-id22463576
34 tỷ TL! Bán 2 MT ngay phố ẩm thực Đ. Phan Xích Long Q. PN - 4 Lầu.,"Quận Phú Nhuận, TPHCM",34 tỷ,3 PN,4 WC,100 m2,https://mogi.vn/quan-phu-nhuan/mua-nha-mat-tien-pho/34-ty-tl-ba-n-2-mt-ngay-pho-am-thuc-d-phan-xich-long-q-pn-4-lau-id22478532
"MTKD đường nội bộ Nam Long An Lạc 80m2 4x20 4T, SHR đã HC, 5.8 tỷ TL","Quận Bình Tân, TPHCM",5 tỷ 800 triệu,5 PN,5 WC,80 m2,https://mogi.vn/quan-binh-tan/mua-nha-mat-tien-pho/mtkd-duong-noi-bo-nam-long-an-lac-80m2-4x20-4t-shr-da-hc-5-8-ty-tl-id22456628
Xe Hơi Đỗ Cửa HỒ THỊ KỶ- Q.10- 46m2(3.6x13)- 5Lầu- 6PN-30m Ra Mặt Tiền,"Quận 10, TPHCM",8 tỷ 800 triệu,6 PN,4 WC,46 m2,https://mogi.vn/quan-10/mua-nha-hem-ngo/xe-hoi-do-cua-ho-thi-ky-q-10-46m2-3-6x13-5lau-6pn-30m-ra-mat-tien-id22462948
Bán nhà hẻm xe hơi Phạm Văn Hai 5.1x27m 5 tầng Phường 5 Tân Bình,"Quận Tân Bình, TPHCM",16 tỷ,8 PN,6 WC,140 m2,https://mogi.vn/quan-tan-binh/mua-nha-hem-ngo/ban-nha-hem-xe-hoi-pham-van-hai-5-1x27m-5-tang-phuong-5-tan-binh-id22529698
