name,district,price,bedroom,wc,acreage,link
Mặt Tiền Hiếm Tạ Quang Bửu Q8 Đt 8 x 16m 2 Lầu đoạn đẹp Giá chỉ 31 Tỷ,"Quận 8, TPHCM",31 tỷ,2 PN,2 WC,128 m2,https://mogi.vn/quan-8/mua-nha-mat-tien-pho/mat-tien-hiem-ta-quang-buu-q8-dt-8-x-16m-2-lau-doan-dep-gia-chi-31-ty-id22508614
"Bán gấp nhà 2 MT đường Trường Sa P2 Q Phú Nhuận DT 4.3 x17m , 4 Tầng .","Quận Phú Nhuận, TPHCM",25 tỷ 500 triệu,4 PN,4 WC,75 m2,https://mogi.vn/quan-phu-nhuan/mua-nha-mat-tien-pho/ban-gap-nha-2-mt-duong-truong-sa-p2-q-phu-nhuan-dt-4-3-x17m-4-tang-id22529295
"Gần chợ Hoàng Hoa Thám P13 Tân Bình, ô tô tới nhà, 49m2, 3 tầng.","Quận Tân Bình, TPHCM",5 tỷ 600 triệu,3 PN,3 WC,50 m2,https://mogi.vn/quan-tan-binh/mua-nha-hem-ngo/gan-cho-hoang-hoa-tham-p13-tan-binh-o-to-toi-nha-49m2-3-tang-id22483546
Bán nhà 1 trệt MTKD đường 14m Cư Xá Phú Lâm A - 4x23m NỞ HẬU NHẸ,"Quận 6, TPHCM",9 tỷ 200 triệu,1 PN,1 WC,96 m2,https://mogi.vn/quan-6/mua-nha-mat-tien-pho/ban-nha-1-tret-mtkd-duong-14m-cu-xa-phu-lam-a-4x23m-no-hau-nhe-id22007603
"Bán gấp nhà hẻm 7m Bình Trị Đông, Bình Tân, 2 tầng, 6x15M, 7 tỷ TL","Quận Bình Tân, TPHCM",7 tỷ,3 PN,2 WC,90 m2,https://mogi.vn/quan-binh-tan/mua-nha-hem-ngo/ban-gap-nha-hem-7m-binh-tri-dong-binh-tan-2-tang-6x15m-7-ty-tl-id22347557
"Bán nhà Hoàng Hoa Thám phía bên gần chợ Hoàng Hoa Thám, Phường 13, TB","Quận Tân Bình, TPHCM",76 tỷ,3 PN,2 WC,368 m2,https://mogi.vn/quan-tan-binh/mua-nha-mat-tien-pho/ban-nha-hoang-hoa-tham-phia-ben-gan-cho-hoang-hoa-tham-phuong-13-tb-id22506479
Bán Gấp Biệt Thự Saigon Pearl Bình Thạnh. DT 7x21m Hầm 3 Lầu,"Quận Bình Thạnh, TPHCM",90 tỷ,6 PN,6 WC,147 m2,https://mogi.vn/quan-binh-thanh/mua-nha-biet-thu-lien-ke/ban-gap-biet-thu-saigon-pearl-binh-thanh-dt-7x21m-ham-3-lau-id22237876
"Bán nhà hẻm 5m Phạm Văn Chiêu, P.14, 4 x 16, 4 lầu giá 6.6 tỷ tl","Quận Gò Vấp, TPHCM",6 tỷ 600 triệu,4 PN,5 WC,64 m2,https://mogi.vn/quan-go-vap/mua-nha-hem-ngo/ban-nha-hem-5m-pham-van-chieu-p-14-4-x-16-4-lau-gia-6-6-ty-tl-id22524723
"Chuyển Nhượng Khách Sán BÙI THỊ XUÂN – P. Bến Thành, Q1 – Giá 50 TỶ","Quận 1, TPHCM",50 tỷ,17 PN,18 WC,89 m2,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/chuyen-nhuong-khach-san-bui-thi-xuan-p-ben-thanh-q1-gia-50-ty-id22530138
"Bán nhà căn góc 2 mặt tiền đường Nam Kỳ Khởi Nghĩa, - Võ Thị Sáu","Quận 3, TPHCM",500 tỷ,10 PN,10 WC,650 m2,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/ban-nha-can-goc-2-mat-tien-duong-nam-ky-khoi-nghia-vo-thi-sau-id22466505
"Nhà 3,5tấm 5*16 mới khu hai thành tên lửa chỉ 7,*tỷ tỷ","Quận Bình Tân, TPHCM",7 tỷ 400 triệu,4 PN,5 WC,80 m2,https://mogi.vn/quan-binh-tan/mua-nha-mat-tien-pho/nha-3-5tam-5-16-moi-khu-hai-thanh-ten-lua-chi-7-ty-ty-id22491134
"Bán nhà MT Cống Quỳnh P, Phạm Ngũ Lão Q1, DT: 4X20m giá 26.5 tỷ","Quận 1, TPHCM",26 tỷ 500 triệu,2 PN,2 WC,80 m2,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/ban-nha-mt-cong-quynh-p-pham-ngu-lao-q1-dt-4x20m-gia-26-5-ty-id22485491
"Nhà mới 4 tầng, mặt tiền siêu đẹp, 54m2, thới an 22, Q 12, chỉ 5.9 tỷ","Quận 12, TPHCM",5 tỷ 900 triệu,4 PN,4 WC,54 m2,https://mogi.vn/quan-12/mua-nha-mat-tien-pho/nha-moi-4-tang-mat-tien-sieu-dep-54m2-thoi-an-22-q-12-chi-5-9-ty-id22469294
Bán nhà ngay Aeon Tân Phú 5m x 14.5m 3 tầng mới cứng chỉ 6.2 tỷ TL.,"Quận Bình Tân, TPHCM",6 tỷ 200 triệu,4 PN,4 WC,75 m2,https://mogi.vn/quan-binh-tan/mua-nha-mat-tien-pho/ban-nha-ngay-aeon-tan-phu-5m-x-14-5m-3-tang-moi-cung-chi-6-2-ty-tl-id22367037
TÔI LÀ MÔI GIỚI - KHÔNG CÂU KÉO => Bấm vào đây để biết CHI TIẾT,"Quận 2 (TP. Thủ Đức), TPHCM",8 tỷ,4 PN,4 WC,65 m2,https://mogi.vn/quan-2/mua-duong-noi-bo/toi-la-moi-gioi-khong-cau-keo-bam-vao-day-de-biet-chi-tiet-id22319843
Mặt Tiền Vườn Chuối  q3 (  8 * 13.5 ) GPXD Hầm 6 Lầu 33 tỷ,"Quận 3, TPHCM",33 tỷ,2 PN,2 WC,105 m2,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/mat-tien-vuon-chuoi-q3-8-13-5-gpxd-ham-6-lau-33-ty-id22467546
"CC Bán nhà HXT 5m Phạm Văn Chiêu, P.14, GV, 4 x 16, 4 lầu, giá: 6.9 Tỷ","Quận Gò Vấp, TPHCM",6 tỷ 900 triệu,4 PN,5 WC,64 m2,https://mogi.vn/quan-go-vap/mua-nha-hem-ngo/cc-ban-nha-hxt-5m-pham-van-chieu-p-14-gv-4-x-16-4-lau-gia-6-9-ty-id22479897
"Bán nhà hẻm 477.//.12B đường Âu Cơ, P. Phú Trung, quân Tân Phú","Quận Tân Phú, TPHCM",2 tỷ 350 triệu,2 PN,2 WC,21 m2,https://mogi.vn/quan-tan-phu/mua-nha-hem-ngo/ban-nha-hem-477-12b-duong-au-co-p-phu-trung-quan-tan-phu-id22527506
"BÁN NHÀ ĂN TẾT! MT Nguyễn Trọng Lội, Tân Bình - 7.7 x 30m - Hầm 4 Lầu","Quận Tân Bình, TPHCM",36 tỷ,5 PN,5 WC,220 m2,https://mogi.vn/quan-tan-binh/mua-nha-mat-tien-pho/ban-nha-an-tet-mt-nguyen-trong-loi-tan-binh-7-7-x-30m-ham-4-lau-id22409987
"Cần tiền trả nợ bán nhà 60m2, 1trệt 2 lầu, SHR,Bùi Đình Túy,Bình Thạnh","Quận Bình Thạnh, TPHCM",950 triệu,3 PN,3 WC,60 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/can-tien-tra-no-ban-nha-60m2-1tret-2-lau-shr-bui-dinh-tuy-binh-thanh-id22516539
Bán nhà mt hoa lan 4x16 1 trệt 3 lầu giá 20 tỷ,"Quận Phú Nhuận, TPHCM",20 tỷ,5 PN,5 WC,64 m2,https://mogi.vn/quan-phu-nhuan/mua-nha-mat-tien-pho/ban-nha-mt-hoa-lan-4x16-1-tret-3-lau-gia-20-ty-id22503455
"Chính chủ bán nhà hẻm Xô Viết Nghệ Tĩnh, Phường 21, BTH 2 tỷ 680 59m2","Quận Bình Thạnh, TPHCM",2 tỷ 680 triệu,8 PN,8 WC,59 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/chinh-chu-ban-nha-hem-xo-viet-nghe-tinh-phuong-21-bth-2-ty-680-59m2-id22518170
chú quân bán lỗ căn biệt thự song lập 39 tỷ nhà cũ cho khách tu sửa,"Quận 7, TPHCM",39 tỷ,4 PN,4 WC,160 m2,https://mogi.vn/quan-7/mua-nha-biet-thu-lien-ke/chu-quan-ban-lo-can-biet-thu-song-lap-39-ty-nha-cu-cho-khach-tu-sua-id22291468
Chính chủ gửi - Huỳnh Văn Bánh-Nguyễn Văn Trỗi-gần 70m2 nhích 7 tỷ TL,"Quận Phú Nhuận, TPHCM",7 tỷ,3 PN,3 WC,65 m2,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/chinh-chu-gui-huynh-van-banh-nguyen-van-troi-gan-70m2-nhich-7-ty-tl-id22525793
"Bán nhà MT đường Số 7, P. Bình Trị Đông B, 12 x 25.5m, cấp 4, giá 40 t","Quận Bình Tân, TPHCM",40 tỷ,6 PN,2 WC,306 m2,https://mogi.vn/quan-binh-tan/mua-nha-mat-tien-pho/ban-nha-mt-duong-so-7-p-binh-tri-dong-b-12-x-25-5m-cap-4-gia-40-t-id21515428
THIẾU VỐN KINH DOANH BÁN NHÀ Nguyễn Tư Giản Gò Vấp 4x10m giá 1tỷ475tr,"Quận Gò Vấp, TPHCM",1 tỷ 475 triệu,2 PN,2 WC,40 m2,https://mogi.vn/quan-go-vap/mua-nha-hem-ngo/thieu-von-kinh-doanh-ban-nha-nguyen-tu-gian-go-vap-4x10m-gia-1ty475tr-id22519359
Mua bán nhà 366m2 chỉ 39tr/m2- hẻm ô tô - Tăng nhơn Phú A - Tp Thủ Đức,"Quận 9 (TP. Thủ Đức), TPHCM",13 tỷ,5 PN,3 WC,366 m2,https://mogi.vn/quan-9/mua-nha-hem-ngo/mua-ban-nha-366m2-chi-39tr-m2-hem-o-to-tang-nhon-phu-a-tp-thu-duc-id22487716
🎯 Nhà Đẹp 2 Tầng - Ở Ngay - Sát Mặt tiền Bùi Đình Tuý,"Quận Bình Thạnh, TPHCM",4 tỷ 300 triệu,2 PN,2 WC,40 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/nha-dep-2-tang-o-ngay-sat-mat-tien-bui-dinh-tuy-id22417943
"bán gấp nhà 5 tầng hẻm xe hơi đường trần hưng đạo quận 1, 4 x 15,5m","Quận 1, TPHCM",14 tỷ,4 PN,4 WC,62 m2,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/ban-gap-nha-5-tang-hem-xe-hoi-duong-tran-hung-dao-quan-1-4-x-15-5m-id22506717
"Chủ bán nhà 49m hẻm 1/ Lê Lai, Phường 3, Gò Vấp. Sổ sẵn. BTCT","Quận Gò Vấp, TPHCM",3 tỷ 600 triệu,0 PN,0 WC,49 m2,https://mogi.vn/quan-go-vap/mua-nha-hem-ngo/chu-ban-nha-49m-hem-1-le-lai-phuong-3-go-vap-so-san-btct-id22517956
Mặt Tiền VIP Nguyễn Thiện Thuật Q3 Đt. 4 x 12m 4Lầu  Giá 26 tỷ Hdt 50t,"Quận 3, TPHCM",26 tỷ,4 PN,4 WC,41 m2,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/mat-tien-vip-nguyen-thien-thuat-q3-dt-4-x-12m-4lau-gia-26-ty-hdt-50t-id22508602
"Con Bệnh Nặng bán gấp nhà 63m2, Đ. Lê Văn Việt Q9 GIÁ 1TY220 shr","Quận 9 (TP. Thủ Đức), TPHCM",1 tỷ 220 triệu,3 PN,3 WC,63 m2,https://mogi.vn/quan-9/mua-nha-hem-ngo/con-benh-nang-ban-gap-nha-63m2-d-le-van-viet-q9-gia-1ty220-shr-id22030715
"Trường Chinh thông Tân Sơn Nhì, 32m2, hẻm xe hơi thông, giá 3.xíu t.ỷ","Quận Tân Phú, TPHCM",3 tỷ 200 triệu,2 PN,2 WC,32 m2,https://mogi.vn/quan-tan-phu/mua-nha-hem-ngo/truong-chinh-thong-tan-son-nhi-32m2-hem-xe-hoi-thong-gia-3-xiu-t-y-id22483791
"🏡 MTNB Bình Phú 1 DT HIẾM: 5x18,5m 4 tầng GẦN MT ĐƯỜNG 23 - HƯỚNG NAM","Quận 6, TPHCM",12 tỷ 500 triệu,4 PN,5 WC,92 m2,https://mogi.vn/quan-6/mua-nha-mat-tien-pho/mtnb-binh-phu-1-dt-hiem-5x18-5m-4-tang-gan-mt-duong-23-huong-nam-id21985986
"Bán gấp nhà hẻm 6m Phan Anh, Bình Tân, 3 tầng, 4,5x18M, 6,4 tỷ ( TL )","Quận Bình Tân, TPHCM",6 tỷ 400 triệu,5 PN,4 WC,81 m2,https://mogi.vn/quan-binh-tan/mua-nha-hem-ngo/ban-gap-nha-hem-6m-phan-anh-binh-tan-3-tang-4-5x18m-6-4-ty-tl-id22317892
"Bán Khu Đất Lớn 134 Sương Nguyệt Ánh, Quận 1. DT 9.5x40m, CN 393m2","Quận 1, TPHCM",239 tỷ,6 PN,6 WC,393 m2,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/ban-khu-dat-lon-134-suong-nguyet-anh-quan-1-dt-9-5x40m-cn-393m2-id22248054
"Bán 184A Trần Đình Xu, Nguyễn Cư Trinh Quận 1, DT; 10m x25m, 2 tầng","Quận 1, TPHCM",95 tỷ,5 PN,5 WC,242 m2,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/ban-184a-tran-dinh-xu-nguyen-cu-trinh-quan-1-dt-10m-x25m-2-tang-id22463666
"Bán nhà hẻm 5m Lê Đức Thọ, P.16, 8,4 x 4,5, 4 lầu giá 5.35 tỷ tl","Quận Gò Vấp, TPHCM",5 tỷ 350 triệu,3 PN,4 WC,38 m2,https://mogi.vn/quan-go-vap/mua-nha-hem-ngo/ban-nha-hem-5m-le-duc-tho-p-16-8-4-x-4-5-4-lau-gia-5-35-ty-tl-id22524162
Chuyển Nhượng Tòa Nhà - Mặt Tiền TRẦN QUANG KHẢI - GIÁ CHỐT 47 TỶ,"Quận 1, TPHCM",47 tỷ,7 PN,7 WC,96 m2,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/chuyen-nhuong-toa-nha-mat-tien-tran-quang-khai-gia-chot-47-ty-id22530134
"Bán biệt thự góc 2MT đường Nam Kỳ Khởi Nghĩa Q3, DT: 16x19m giá 65 tỷ","Quận 3, TPHCM",65 tỷ,4 PN,5 WC,268 m2,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/ban-biet-thu-goc-2mt-duong-nam-ky-khoi-nghia-q3-dt-16x19m-gia-65-ty-id22474113
"Bán nhà mặt tiền khu Bàu Cát, 3 tầng BTCT 60m2 giá nhỉnh 7 tỷ.","Quận Tân Bình, TPHCM",7 tỷ 600 triệu,3 PN,3 WC,60 m2,https://mogi.vn/quan-tan-binh/mua-nha-mat-tien-pho/ban-nha-mat-tien-khu-bau-cat-3-tang-btct-60m2-gia-nhinh-7-ty-id22363347
Hai Mặt Tiền Mai Thị Lựu Q1 ( 4 * 22 ) Hầm 7 Lâu Thang Máy 30 Tỷ,"Quận 1, TPHCM",30 tỷ,10 PN,10 WC,88 m2,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/hai-mat-tien-mai-thi-luu-q1-4-22-ham-7-lau-thang-may-30-ty-id22467536
"CC bán nhà Hẻm 3 gác Nguyên Hồng, P1, GV, 3.75x11m, giá: 4.45 tỷ TL","Quận Gò Vấp, TPHCM",4 tỷ 450 triệu,3 PN,2 WC,40 m2,https://mogi.vn/quan-go-vap/mua-nha-hem-ngo/cc-ban-nha-hem-3-gac-nguyen-hong-p1-gv-3-75x11m-gia-4-45-ty-tl-id22479827
"Bán nhà hẻm xe hơi đường Bàu Cát, Tân Bình giá 2 tỷ 580, Shr. Lh Chi","Quận Tân Bình, TPHCM",2 tỷ 580 triệu,5 PN,5 WC,73 m2,https://mogi.vn/quan-tan-binh/mua-nha-hem-ngo/ban-nha-hem-xe-hoi-duong-bau-cat-tan-binh-gia-2-ty-580-shr-lh-chi-id22520547
"Kinh doanh thua lỗ bán gấp nhà Hoàng Diệu 2 - Thủ Đức, 62m2, SHR","Quận Thủ Đức (TP. Thủ Đức), TPHCM",990 triệu,2 PN,2 WC,62 m2,https://mogi.vn/quan-thu-duc/mua-nha-hem-ngo/kinh-doanh-thua-lo-ban-gap-nha-hoang-dieu-2-thu-duc-62m2-shr-id22516535
"Nhà  đẹp full nt Xô Viết Nghệ Tĩnh- P.21- Q.Bình Thạnh, cách Q.1 300m","Quận Bình Thạnh, TPHCM",1 tỷ 695 triệu,0 PN,0 WC,28 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/nha-dep-full-nt-xo-viet-nghe-tinh-p-21-q-binh-thanh-cach-q-1-300m-id22519130
Bán biệt thự hồ văn huê 7x17 1 trệt 3 lầu giá 28 tỷ,"Quận Phú Nhuận, TPHCM",28 tỷ,5 PN,5 WC,113 m2,https://mogi.vn/quan-phu-nhuan/mua-nha-mat-tien-pho/ban-biet-thu-ho-van-hue-7x17-1-tret-3-lau-gia-28-ty-id22522786
Bán nhà đẹp 5 tầng - TÔN ĐẢN Q4  vị trí đắc địa KHU VIP KO LO GIẢI TỎA,"Quận 4, TPHCM",1 tỷ 860 triệu,4 PN,4 WC,43 m2,https://mogi.vn/quan-4/mua-nha-hem-ngo/ban-nha-dep-5-tang-ton-dan-q4-vi-tri-dac-dia-khu-vip-ko-lo-giai-toa-id22518147
"Hàng xóm LAM SƠN, gần ngã tư PHÚ NHUẬN, cách MT 20m nhỉnh 6 TỶ TL","Quận Phú Nhuận, TPHCM",6 tỷ,3 PN,4 WC,42 m2,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/hang-xom-lam-son-gan-nga-tu-phu-nhuan-cach-mt-20m-nhinh-6-ty-tl-id22527921
"Bán nhà MT đường Số 8D, P. Bình Trị Đông B, 4 x 18m, 2 tấm, giá 7 tỷ.","Quận Bình Tân, TPHCM",7 tỷ,6 PN,3 WC,72 m2,https://mogi.vn/quan-binh-tan/mua-nha-mat-tien-pho/ban-nha-mt-duong-so-8d-p-binh-tri-dong-b-4-x-18m-2-tam-gia-7-ty-id21504660
"Q12. Hiếm! Nhà MẶT TIỀN K.D, gần Nguyễn Văn Quá. 200m2, 4T, ngang 20M.","Quận 12, TPHCM",15 tỷ 450 triệu,6 PN,6 WC,200 m2,https://mogi.vn/quan-12/mua-nha-mat-tien-pho/q12-hiem-nha-mat-tien-k-d-gan-nguyen-van-qua-200m2-4t-ngang-20m-id22406981
Bán nhà mặt tiền đường số 6D khu Tên Lửa Gần chợ Da Sà,"Quận Bình Tân, TPHCM",10 tỷ 500 triệu,4 PN,4 WC,100 m2,https://mogi.vn/quan-binh-tan/mua-nha-mat-tien-pho/ban-nha-mat-tien-duong-so-6d-khu-ten-lua-gan-cho-da-sa-id22442187
MUA ĐẤT BÁN ĐOẠN NGAY hẻm Âu Cơ P14 Quận11 2 phòng giá chỉ 1tỷ 250tr,"Quận 11, TPHCM",1 tỷ 290 triệu,2 PN,2 WC,36 m2,https://mogi.vn/quan-11/mua-nha-hem-ngo/mua-dat-ban-doan-ngay-hem-au-co-p14-quan11-2-phong-gia-chi-1ty-250tr-id22519462
"Bán nhà hẻm 860 Huỳnh Tấn Phát, KP 3, P. Tân Phú, Quận 7","Quận 7, TPHCM",10 tỷ 500 triệu,4 PN,4 WC,89 m2,https://mogi.vn/quan-7/mua-duong-noi-bo/ban-nha-hem-860-huynh-tan-phat-kp-3-p-tan-phu-quan-7-id22531469
"Mua bán nhà 55m2 - Ngang 4,8 - hẻm ô tô - Tp Thủ Đức - Nhỉnh 4T","Quận 9 (TP. Thủ Đức), TPHCM",5 tỷ,3 PN,2 WC,55 m2,https://mogi.vn/quan-9/mua-nha-hem-ngo/mua-ban-nha-55m2-ngang-4-8-hem-o-to-tp-thu-duc-nhinh-4t-id22481859
Nhà Vào Ở Ngay - DTSD 80m2 - Dân Trí Cao Chu Văn An,"Quận Bình Thạnh, TPHCM",4 tỷ,2 PN,2 WC,40 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/nha-vao-o-ngay-dtsd-80m2-dan-tri-cao-chu-van-an-id22417949
Cực hot nhà Hoàng Văn Thụ Phú Nhuận DT 63m2 giá 2tỷ650tr Sổ Hồng Riêng,"Quận Phú Nhuận, TPHCM",2 tỷ 650 triệu,2 PN,2 WC,63 m2,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/cuc-hot-nha-hoang-van-thu-phu-nhuan-dt-63m2-gia-2ty650tr-so-hong-rieng-id22531435
"bán nhà hẻm 8m góc 2 mặt tiền mới xây dựng, có sẵn HĐT 30tr/1 tháng","Quận 3, TPHCM",13 tỷ 500 triệu,6 PN,6 WC,37 m2,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/ban-nha-hem-8m-goc-2-mat-tien-moi-xay-dung-co-san-hdt-30tr-1-thang-id22506736
"Bác Đăng bán nhà 58m2, Đ.Hoàng Hoa Thám, P5, Phú Nhuận. Hẻm 4.5m. SHR.","Quận Phú Nhuận, TPHCM",4 tỷ,0 PN,0 WC,58 m2,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/bac-dang-ban-nha-58m2-d-hoang-hoa-tham-p5-phu-nhuan-hem-4-5m-shr-id22517951
"Bán nhà mặt phố khu Hưng Phước 1, Phú Mỹ Hưng có sổ hồng với giá tốt","Quận 7, TPHCM",22 tỷ,5 PN,5 WC,111 m2,https://mogi.vn/quan-7/mua-nha-mat-tien-pho/ban-nha-mat-pho-khu-hung-phuoc-1-phu-my-hung-co-so-hong-voi-gia-tot-id22447906
Hàng thơm bán nhanh nhà HXH Lê Văn Duyệt Bình Thạnh chỉ 2 tỷ 375 triệu,"Quận Bình Thạnh, TPHCM",2 tỷ 375 triệu,3 PN,4 WC,25 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/hang-thom-ban-nhanh-nha-hxh-le-van-duyet-binh-thanh-chi-2-ty-375-trieu-id22526050
Góc 2 Mặt Tiền Hiếm Bà Huyện Thanh QuanQ3 Dt 12 x 14m 5 Tầng Chỉ 65 Tỷ,"Quận 3, TPHCM",65 tỷ,5 PN,5 WC,150 m2,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/goc-2-mat-tien-hiem-ba-huyen-thanh-quanq3-dt-12-x-14m-5-tang-chi-65-ty-id22507927
Trả nợ ngân hàng bán gấp nhà đường 19 PVĐ nở hậu 60m2 sau Giga Mall TĐ,"Quận Thủ Đức (TP. Thủ Đức), TPHCM",1 tỷ 750 triệu,3 PN,3 WC,60 m2,https://mogi.vn/quan-thu-duc/mua-nha-hem-ngo/tra-no-ngan-hang-ban-gap-nha-duong-19-pvd-no-hau-60m2-sau-giga-mall-td-id22029665
"Phường 6 Tân Bình, gần CV Lê Thị Riêng, 84m2, nở hậu đẹp, 3 tầng.","Quận Tân Bình, TPHCM",5 tỷ 800 triệu,5 PN,5 WC,84 m2,https://mogi.vn/quan-tan-binh/mua-nha-hem-ngo/phuong-6-tan-binh-gan-cv-le-thi-rieng-84m2-no-hau-dep-3-tang-id22484314
"Bán 2dãy trọ hẻm 6m Vũ Tùng p2 BT mỗi căn trệt 2lầu, khai thác 80tr/th","Quận Bình Thạnh, TPHCM",21 tỷ 900 triệu,10 PN,10 WC,250 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/ban-2day-tro-hem-6m-vu-tung-p2-bt-moi-can-tret-2lau-khai-thac-80tr-th-id22125109
"Bán gấp nhà hẻm 8m Âu Cơ, P9, Tân Bình, 6 tầng, 6x20M, 16,9 tỷ ( TL )","Quận Tân Bình, TPHCM",16 tỷ 900 triệu,7 PN,7 WC,120 m2,https://mogi.vn/quan-tan-binh/mua-nha-hem-ngo/ban-gap-nha-hem-8m-au-co-p9-tan-binh-6-tang-6x20m-16-9-ty-tl-id22173186
