name,district,price,bedroom,wc,acreage,link
Nhà 5 tầng 4*18 nguyễn quý yêm hẻm 8m,"Quận Bình Tân, TPHCM",7 tỷ 500 triệu,6 PN,7 WC,1 m2,https://mogi.vn/quan-binh-tan/mua-nha-hem-ngo/nha-5-tang-4-18-nguyen-quy-yem-hem-8m-id22520991
"Bán nhà  Phan Sào Nam, Tân Bình (4x25) 5 lầu full nội thất giá 18,5 ỷ","Quận Tân Bình, TPHCM",18 tỷ,4 PN,5 WC,92 m2,https://mogi.vn/quan-tan-binh/mua-nha-mat-tien-pho/ban-nha-phan-sao-nam-tan-binh-4x25-5-lau-full-noi-that-gia-18-5-y-id22514722
Bán Khách sạn MT Trần Quang Khải  Q.1 Ngang 5m Hầm 5 tầng Giá 49 Tỷ,"Quận 1, TPHCM",49 tỷ,5 PN,5 WC,100 m2,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/ban-khach-san-mt-tran-quang-khai-q-1-ngang-5m-ham-5-tang-gia-49-ty-id22513053
"Bán Nhà Nguyễn Văn Đậu, Hẻm Xe Hơi, 40M2, 3 Tầng Mới, Chỉ 5.9 Tỷ","Quận Bình Thạnh, TPHCM",5 tỷ 900 triệu,3 PN,3 WC,40 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/ban-nha-nguyen-van-dau-hem-xe-hoi-40m2-3-tang-moi-chi-5-9-ty-id22366430
"Bán Quận Bình Thạnh - Vị trí KD - DT 48m2 ngay mặt tiền. Giá 5,6 tỷ tl","Quận Bình Thạnh, TPHCM",5 tỷ 599 triệu,2 PN,2 WC,48 m2,https://mogi.vn/quan-binh-thanh/mua-nha-mat-tien-pho/ban-quan-binh-thanh-vi-tri-kd-dt-48m2-ngay-mat-tien-gia-5-6-ty-tl-id22435904
"Bán gấp nhà đường Lý Chiêu Hoàng, Q6, 52m2, SHR đã hoàn công","Quận 6, TPHCM",2 tỷ 750 triệu,2 PN,2 WC,53 m2,https://mogi.vn/quan-6/mua-nha-hem-ngo/ban-gap-nha-duong-ly-chieu-hoang-q6-52m2-shr-da-hoan-cong-id22521000
Mảnh đất DT 491m2 HIẾM 10m ngay Bình Quới view bờ sông xây mới 30 tỷ.,"Quận Bình Thạnh, TPHCM",30 tỷ,2 PN,2 WC,491 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/manh-dat-dt-491m2-hiem-10m-ngay-binh-quoi-view-bo-song-xay-moi-30-ty-id22262756
"Bán Gấp Nhà MT đường Nguyễn Tri Phương, Q10.DT: 4x18. 3 Tầng. 20,5tỷ","Quận 10, TPHCM",20 tỷ 500 triệu,4 PN,3 WC,50 m2,https://mogi.vn/quan-10/mua-nha-mat-tien-pho/ban-gap-nha-mt-duong-nguyen-tri-phuong-q10-dt-4x18-3-tang-20-5ty-id22436669
"Bán nhà mới đẹp, 3 tầng, 72m2, 5pn, Tân Thới Hiệp 21, Q12, chỉ 4.35 tỷ","Quận 12, TPHCM",4 tỷ 350 triệu,5 PN,5 WC,72 m2,https://mogi.vn/quan-12/mua-nha-hem-ngo/ban-nha-moi-dep-3-tang-72m2-5pn-tan-thoi-hiep-21-q12-chi-4-35-ty-id22524041
"Bán Nhà hẻm ô tô lớn Trần Quang Diệu, quận 3. DT 85m2(4,8x18m) 3 tầng","Quận 3, TPHCM",13 tỷ 900 triệu,4 PN,4 WC,85 m2,https://mogi.vn/quan-3/mua-nha-hem-ngo/ban-nha-hem-o-to-lon-tran-quang-dieu-quan-3-dt-85m2-4-8x18m-3-tang-id22459601
Bán Biệt thự ngay cổng (dự án Đảo Kim Cương) Thanh Đa - 15X20m. 300m2,"Quận Bình Thạnh, TPHCM",28 tỷ,8 PN,8 WC,300 m2,https://mogi.vn/quan-binh-thanh/mua-nha-biet-thu-lien-ke/ban-biet-thu-ngay-cong-du-an-dao-kim-cuong-thanh-da-15x20m-300m2-id22498173
"Bán nhà Góc 2 MT đường Số 5B, P. An Lạc A, 6 x 16m, 2.5 tấm, giá 16.5","Quận Bình Tân, TPHCM",16 tỷ 500 triệu,6 PN,3 WC,96 m2,https://mogi.vn/quan-binh-tan/mua-nha-mat-tien-pho/ban-nha-goc-2-mt-duong-so-5b-p-an-lac-a-6-x-16m-2-5-tam-gia-16-5-id21681646
"Lên sóng nhà siêu đẹp Nguyễn Tri Phương,P5,Q10, 60m2, 2tỷ350, Sổ riêng","Quận 10, TPHCM",2 tỷ 350 triệu,2 PN,2 WC,60 m2,https://mogi.vn/quan-10/mua-nha-hem-ngo/len-song-nha-sieu-dep-nguyen-tri-phuong-p5-q10-60m2-2ty350-so-rieng-id22415914
"Bán gấp nhà Quang Trung, phường 17, Gò Vấp. DT: 78m2/ 3,3 tỷ, sổ riêng","Quận Gò Vấp, TPHCM",3 tỷ 300 triệu,4 PN,4 WC,78 m2,https://mogi.vn/quan-go-vap/mua-nha-hem-ngo/ban-gap-nha-quang-trung-phuong-17-go-vap-dt-78m2-3-3-ty-so-rieng-id22392541
"KHU VIP BÀU CÁT TÂN BÌNH– ĐƯỜNG 10m thông- 86m2 (4,5 x 19) 4 tầng BTCT","Quận Tân Bình, TPHCM",12 tỷ 500 triệu,4 PN,5 WC,86 m2,https://mogi.vn/quan-tan-binh/mua-nha-mat-tien-pho/khu-vip-bau-cat-tan-binh-duong-10m-thong-86m2-4-5-x-19-4-tang-btct-id22456943
"Bán gấp nhà mặt tiền thương hiệu Pasteur , Quận , 400m2 chỉ 220 tỷ","Quận 3, TPHCM",220 tỷ,5 PN,5 WC,400 m2,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/ban-gap-nha-mat-tien-thuong-hieu-pasteur-quan-400m2-chi-220-ty-id22530490
"Nhà Đường Độc Lập, P Tân Thành, Q Tân Phú, DT 4 *22m 4 Tầng 6PN 11Ty4","Quận Tân Phú, TPHCM",11 tỷ 400 triệu,6 PN,6 WC,86 m2,https://mogi.vn/quan-tan-phu/mua-nha-mat-tien-pho/nha-duong-doc-lap-p-tan-thanh-q-tan-phu-dt-4-22m-4-tang-6pn-11ty4-id22536521
Biệt thự 3 tầng 10*10 khu thăng long Tên lửa chỉ 9tỷ,"Quận Bình Tân, TPHCM",9 tỷ,4 PN,4 WC,100 m2,https://mogi.vn/quan-binh-tan/mua-duong-noi-bo/biet-thu-3-tang-10-10-khu-thang-long-ten-lua-chi-9ty-id22520960
"Bán tòa nhà MT Nguyễn Thị Nhung, TP. Thủ Đức (10m x 24m) 6 lầu 56 tỷ","Quận Thủ Đức (TP. Thủ Đức), TPHCM",56 tỷ,6 PN,6 WC,240 m2,https://mogi.vn/quan-thu-duc/mua-nha-mat-tien-pho/ban-toa-nha-mt-nguyen-thi-nhung-tp-thu-duc-10m-x-24m-6-lau-56-ty-id22513065
Bán toà nhà mặt tiền Phổ Quang P.2 Q.TB 1000m2 sàn Giá 65 Tỷ,"Quận Tân Bình, TPHCM",65 tỷ,7 PN,7 WC,188 m2,https://mogi.vn/quan-tan-binh/mua-nha-mat-tien-pho/ban-toa-nha-mat-tien-pho-quang-p-2-q-tb-1000m2-san-gia-65-ty-id22513088
"Bán Biệt thự GS metrocity Phước Kiển - Biệt thự đơn lập 250m, 27ty5","Huyện Nhà Bè, TPHCM",27 tỷ 500 triệu,5 PN,5 WC,250 m2,https://mogi.vn/huyen-nha-be/mua-nha-biet-thu-lien-ke/ban-biet-thu-gs-metrocity-phuoc-kien-biet-thu-don-lap-250m-27ty5-id21599876
BÌNH THẠNH - Chủ Bán Gấp -  DT 43m2 nhỉnh 3 TỶ - HXH đến nhà,"Quận Bình Thạnh, TPHCM",3 tỷ 249 triệu,3 PN,3 WC,43 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/binh-thanh-chu-ban-gap-dt-43m2-nhinh-3-ty-hxh-den-nha-id22408105
"Hẻm to 6m đường Phùng Hưng, P14, Quận 5, SHR, 2PN, 52m2, full nội thất","Quận 5, TPHCM",2 tỷ 530 triệu,3 PN,2 WC,52 m2,https://mogi.vn/quan-5/mua-nha-hem-ngo/hem-to-6m-duong-phung-hung-p14-quan-5-shr-2pn-52m2-full-noi-that-id22520773
Chỉ 10.5 tỷ có nhà MTKD Lê Văn Sỹ ngay Phú Nhuận 55m2(4.2x13) sát chợ.,"Quận Phú Nhuận, TPHCM",10 tỷ 500 triệu,2 PN,1 WC,55 m2,https://mogi.vn/quan-phu-nhuan/mua-nha-mat-tien-pho/chi-10-5-ty-co-nha-mtkd-le-van-sy-ngay-phu-nhuan-55m2-4-2x13-sat-cho-id22320171
"Bán nhà 2T x  80m2, HXH thông, Thạnh Xuân 23, Q12, gần chợ Minh Phát.","Quận 12, TPHCM",3 tỷ 500 triệu,2 PN,2 WC,80 m2,https://mogi.vn/quan-12/mua-nha-hem-ngo/ban-nha-2t-x-80m2-hxh-thong-thanh-xuan-23-q12-gan-cho-minh-phat-id22535197
"Bán Nhà Nguyễn Văn Thương, Bình Thạnh. DT 125m2(9x14m) 2 tầng, 22 tỷ","Quận Bình Thạnh, TPHCM",22 tỷ,5 PN,5 WC,125 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/ban-nha-nguyen-van-thuong-binh-thanh-dt-125m2-9x14m-2-tang-22-ty-id22514836
"Bán nhà MT đường Số 1C, P. An Lạc A, 4 x 16m, 2.5 tấm, giá 7.5 tỷ","Quận Bình Tân, TPHCM",7 tỷ 500 triệu,6 PN,3 WC,64 m2,https://mogi.vn/quan-binh-tan/mua-nha-mat-tien-pho/ban-nha-mt-duong-so-1c-p-an-lac-a-4-x-16m-2-5-tam-gia-7-5-ty-id21681597
"GẤP! chính chủ bán nhà đXô Viết Nghệ Tĩnh, P15,BT,60m2,2Ty950,sổ riêng","Quận Bình Thạnh, TPHCM",2 tỷ 950 triệu,4 PN,4 WC,70 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/gap-chinh-chu-ban-nha-dxo-viet-nghe-tinh-p15-bt-60m2-2ty950-so-rieng-id22419564
"BÁN NHÀ HẺM XE HƠI ĐƯỜNG LK 4-5, Bình tân, 68m2 (4 x 17m),3 tầng BTCT","Quận Bình Tân, TPHCM",5 tỷ 200 triệu,4 PN,5 WC,68 m2,https://mogi.vn/quan-binh-tan/mua-nha-hem-ngo/ban-nha-hem-xe-hoi-duong-lk-4-5-binh-tan-68m2-4-x-17m-3-tang-btct-id22538571
Tòa nhà Văn Phòng 69 tỷ đang cho thuê 220 tr/th tại Quận 3,"Quận 3, TPHCM",69 tỷ,7 PN,7 WC,175 m2,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/toa-nha-van-phong-69-ty-dang-cho-thue-220-tr-th-tai-quan-3-id22530484
Bán nhà MTKD Ngay Bảy Hiền-Lạc Long Quân-Tân Bình.Dt 3.8x9 1 Lầu Mới,"Quận Tân Bình, TPHCM",6 tỷ 500 triệu,2 PN,2 WC,32 m2,https://mogi.vn/quan-tan-binh/mua-nha-mat-tien-pho/ban-nha-mtkd-ngay-bay-hien-lac-long-quan-tan-binh-dt-3-8x9-1-lau-moi-id22528637
"Nhà riêng 79m2 4.2*19m 2 Tầng 8Ty3, Đường Thống Nhất, Q Tân Phú","Quận Tân Phú, TPHCM",8 tỷ 300 triệu,3 PN,2 WC,79 m2,https://mogi.vn/quan-tan-phu/mua-nha-mat-tien-pho/nha-rieng-79m2-4-2-19m-2-tang-8ty3-duong-thong-nhat-q-tan-phu-id22536507
Nhà 4 tầng 4*27 Mtkd  mã lò nhỉnh 10tỷ,"Quận Bình Tân, TPHCM",10 tỷ 400 triệu,4 PN,5 WC,114 m2,https://mogi.vn/quan-binh-tan/mua-nha-mat-tien-pho/nha-4-tang-4-27-mtkd-ma-lo-nhinh-10ty-id22520953
"Biệt thự rẻ nhất P. An Phú, Quận 2. Cách Thảo Điền chỉ 200m (8m x 23m)","Quận 2 (TP. Thủ Đức), TPHCM",35 tỷ,4 PN,5 WC,204 m2,https://mogi.vn/quan-2/mua-nha-biet-thu-lien-ke/biet-thu-re-nhat-p-an-phu-quan-2-cach-thao-dien-chi-200m-8m-x-23m-id22538914
Bán toà nhà Mặt tiền P.2 Q.TB 155m2 ngang 8.2m2 Giá 37.8 Tỷ,"Quận Tân Bình, TPHCM",37 tỷ 800 triệu,6 PN,6 WC,155 m2,https://mogi.vn/quan-tan-binh/mua-nha-mat-tien-pho/ban-toa-nha-mat-tien-p-2-q-tb-155m2-ngang-8-2m2-gia-37-8-ty-id22513079
"Bán căn water point bến lức long an 6x15, 1tr/ 1lau, giá 3ty5","Huyện Bình Chánh, TPHCM",3 tỷ 500 triệu,4 PN,3 WC,90 m2,https://mogi.vn/huyen-binh-chanh/mua-nha-biet-thu-lien-ke/ban-can-water-point-ben-luc-long-an-6x15-1tr-1lau-gia-3ty5-id21560802
"Bán nhà SHR đường Trần Quang Diệu, P. 14, Quận 3, hẻm 5m, DT 52m2","Quận 3, TPHCM",3 tỷ 470 triệu,3 PN,3 WC,52 m2,https://mogi.vn/quan-3/mua-nha-hem-ngo/ban-nha-shr-duong-tran-quang-dieu-p-14-quan-3-hem-5m-dt-52m2-id22520705
Hơn 8tỷ có nhà đẹp Dương Quảng Hàm 92m2 4 tầng ngang 5m gần Đại học VL,"Quận Gò Vấp, TPHCM",8 tỷ 700 triệu,4 PN,4 WC,92 m2,https://mogi.vn/quan-go-vap/mua-nha-mat-tien-pho/hon-8ty-co-nha-dep-duong-quang-ham-92m2-4-tang-ngang-5m-gan-dai-hoc-vl-id22334051
"Bán Gấp nhà 2 MT Hẻm Xe hơi Lê Văn Sỹ,Quận 3, DT: 15x25m. Giá 42 Tỷ TL","Quận 3, TPHCM",42 tỷ,4 PN,2 WC,270 m2,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/ban-gap-nha-2-mt-hem-xe-hoi-le-van-sy-quan-3-dt-15x25m-gia-42-ty-tl-id22434346
"Nhà Hiếm !! Mặt tiền nhà 8m,HXH đường Lê Văn Sỹ,Quận 3,chỉ 14,5 tỷ","Quận 3, TPHCM",14 tỷ 500 triệu,4 PN,5 WC,90 m2,https://mogi.vn/quan-3/mua-nha-hem-ngo/nha-hiem-mat-tien-nha-8m-hxh-duong-le-van-sy-quan-3-chi-14-5-ty-id22510219
"Bán nhà Hoàng Diệu, Quận 4 Cách Quận 1 chỉ 200m. DT 51m2, Chỉ 11 tỷ","Quận 4, TPHCM",11 tỷ,3 PN,3 WC,51 m2,https://mogi.vn/quan-4/mua-nha-hem-ngo/ban-nha-hoang-dieu-quan-4-cach-quan-1-chi-200m-dt-51m2-chi-11-ty-id22515346
"Lên sóng siêu phẩm nhà Phan Đình Phùng,P1,PN,80m2, 2tỷ300, sổ riêng.","Quận Phú Nhuận, TPHCM",2 tỷ 300 triệu,4 PN,5 WC,80 m2,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/len-song-sieu-pham-nha-phan-dinh-phung-p1-pn-80m2-2ty300-so-rieng-id22419608
"HẺM XE TẢI 5M NGAY TTN 5, Q 12 - 80m2(4 x 20)- 3 tầng BTCT  giá rẻ","Quận 12, TPHCM",5 tỷ 390 triệu,3 PN,3 WC,80 m2,https://mogi.vn/quan-12/mua-nha-hem-ngo/hem-xe-tai-5m-ngay-ttn-5-q-12-80m2-4-x-20-3-tang-btct-gia-re-id22453468
"Nhà Công Viên Dương Văn An,An Phú, Quận 2 Hầm 3 Tầng, Thang Máy","Quận 2 (TP. Thủ Đức), TPHCM",45 tỷ,5 PN,5 WC,200 m2,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/nha-cong-vien-duong-van-an-an-phu-quan-2-ham-3-tang-thang-may-id22538488
Chỉ Nhỉnh 4 TỶ Bán nhà H3m Trường Chinh-P13-TB.dt 3.6x11. trệt+ 1 Lầu,"Quận Tân Bình, TPHCM",4 tỷ 390 triệu,2 PN,2 WC,38 m2,https://mogi.vn/quan-tan-binh/mua-nha-hem-ngo/chi-nhinh-4-ty-ban-nha-h3m-truong-chinh-p13-tb-dt-3-6x11-tret-1-lau-id22519049
"Nhà Gần 714 Luỹ Bán Bích, Q Tân Phú, DT 94m2 5*19m 5 Tầng 10Ty89","Quận Tân Phú, TPHCM",10 tỷ 890 triệu,4 PN,4 WC,94 m2,https://mogi.vn/quan-tan-phu/mua-nha-mat-tien-pho/nha-gan-714-luy-ban-bich-q-tan-phu-dt-94m2-5-19m-5-tang-10ty89-id22536517
"Tòa nhà VP góc 2MT Hai Bà Trưng, Quận 3. HĐT 420 triệu. Giá 130 tỷ","Quận 3, TPHCM",130 tỷ,7 PN,7 WC,210 m2,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/toa-nha-vp-goc-2mt-hai-ba-trung-quan-3-hdt-420-trieu-gia-130-ty-id22530298
Bán toà nhà mặt tiền Nguyễn Văn Đậu P.7 Q.BT 2500m2 sàn Giá 165 Tỷ,"Quận Bình Thạnh, TPHCM",165 tỷ,8 PN,8 WC,450 m2,https://mogi.vn/quan-binh-thanh/mua-nha-mat-tien-pho/ban-toa-nha-mat-tien-nguyen-van-dau-p-7-q-bt-2500m2-san-gia-165-ty-id22513102
"Bán nhà phố liên kế lavila kiến Á- 2 lầu, nội thất sang trọng","Huyện Nhà Bè, TPHCM",13 tỷ 500 triệu,3 PN,4 WC,97 m2,https://mogi.vn/huyen-nha-be/mua-nha-biet-thu-lien-ke/ban-nha-pho-lien-ke-lavila-kien-a-2-lau-noi-that-sang-trong-id21431926
"Cần bán gấp nhà Hồ Bá Phấn, Phước Long A, Quận 9, ngang 4.5m, SHR","Quận 9 (TP. Thủ Đức), TPHCM",2 tỷ 690 triệu,2 PN,2 WC,63 m2,https://mogi.vn/quan-9/mua-nha-hem-ngo/can-ban-gap-nha-ho-ba-phan-phuoc-long-a-quan-9-ngang-4-5m-shr-id22520697
Bán trường mầm non ngay mặt tiền Q10 297m2 lợi nhuận 3tỷ hàng năm 70tỷ,"Quận 10, TPHCM",70 tỷ,15 PN,15 WC,297 m2,https://mogi.vn/quan-10/mua-nha-mat-tien-pho/ban-truong-mam-non-ngay-mat-tien-q10-297m2-loi-nhuan-3ty-hang-nam-70ty-id22354780
"Bán Gấp MT đường Tên Lửa, DT: 50x100m. CN 4500m2. Giá 322 Tỷ TL","Quận Bình Tân, TPHCM",322 tỷ,2 PN,1 WC,5000 m2,https://mogi.vn/quan-binh-tan/mua-nha-mat-tien-pho/ban-gap-mt-duong-ten-lua-dt-50x100m-cn-4500m2-gia-322-ty-tl-id22434321
"Bán Gấp !! Nhà HXH 8m, đường Nguyễn Thượng Hiền,DT 71m2","Quận Bình Thạnh, TPHCM",14 tỷ,6 PN,5 WC,71 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/ban-gap-nha-hxh-8m-duong-nguyen-thuong-hien-dt-71m2-id22510233
"Bán Nhà Hầm 7 Tầng Hoàng Hoa Thám, Bình Thạnh. DT 72m2. HĐT 100tr/thg","Quận Bình Thạnh, TPHCM",17 tỷ,16 PN,16 WC,72 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/ban-nha-ham-7-tang-hoang-hoa-tham-binh-thanh-dt-72m2-hdt-100tr-thg-id22517347
