name,district,price,bedroom,wc,acreage,link
Tân Bình - HXH - 4 Tầng 5PN - Gần 70m2 - Giá 7.2 Tỷ,"Quận Tân Bình, TPHCM",7 tỷ 200 triệu,4 PN,4 WC,70 m2,https://mogi.vn/quan-tan-binh/mua-nha-mat-tien-pho/tan-binh-hxh-4-tang-5pn-gan-70m2-gia-7-2-ty-id22513498
Nhà MTNB giáp Tên Lửa mới. Dt:4.2x22m. 3 tấm. Giá 10.5 tỷ,"Quận Bình Tân, TPHCM",10 tỷ 500 triệu,4 PN,5 WC,92 m2,https://mogi.vn/quan-binh-tan/mua-duong-noi-bo/nha-mtnb-giap-ten-lua-moi-dt-4-2x22m-3-tam-gia-10-5-ty-id22462021
"Bán nhà mặt tiền KD Nguyễn Văn Bứa, gần ngã 3 Nguyễn Thị Thử chỉ 9 tỷ.","Huyện Hóc Môn, TPHCM",9 tỷ,2 PN,2 WC,167 m2,https://mogi.vn/huyen-hoc-mon/mua-nha-mat-tien-pho/ban-nha-mat-tien-kd-nguyen-van-bua-gan-nga-3-nguyen-thi-thu-chi-9-ty-id22481739
"Bán nhà MT đường Số 32, P. Bình Trị Đông B, 5 x 20m, 3.5 tấm, giá 14.5","Quận Bình Tân, TPHCM",14 tỷ 500 triệu,6 PN,3 WC,100 m2,https://mogi.vn/quan-binh-tan/mua-nha-mat-tien-pho/ban-nha-mt-duong-so-32-p-binh-tri-dong-b-5-x-20m-3-5-tam-gia-14-5-id21185904
"Bán nhà mặt tiền siêu VIP Tân Lập 2, Q9, 140m2, ngang khủng 6m.","Quận 9 (TP. Thủ Đức), TPHCM",7 tỷ 400 triệu,3 PN,2 WC,140 m2,https://mogi.vn/quan-9/mua-nha-mat-tien-pho/ban-nha-mat-tien-sieu-vip-tan-lap-2-q9-140m2-ngang-khung-6m-id22508913
Bán nhà Hẻm Xe Tải Tân Kỳ Tân Quý- Gần Aeon-57m2- 2Tầng Đẹp- nhỉnh 6tỷ,"Quận Tân Phú, TPHCM",6 tỷ 500 triệu,2 PN,3 WC,57 m2,https://mogi.vn/quan-tan-phu/mua-nha-hem-ngo/ban-nha-hem-xe-tai-tan-ky-tan-quy-gan-aeon-57m2-2tang-dep-nhinh-6ty-id22411422
"Bán căn nhà 60 đường Bùi Tá Hán - An Phú, Q2 dt: 4x20m, 4 tầng. 16.5tỷ","Quận 2 (TP. Thủ Đức), TPHCM",16 tỷ 500 triệu,5 PN,5 WC,80 m2,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/ban-can-nha-60-duong-bui-ta-han-an-phu-q2-dt-4x20m-4-tang-16-5ty-id22394003
"🌈Nhà mới 100% đã hoàn thiện …Rẻ nhất Tân Phú 3,65 tỷ","Quận Tân Phú, TPHCM",3 tỷ 650 triệu,2 PN,2 WC,40 m2,https://mogi.vn/quan-tan-phu/mua-nha-mat-tien-pho/nha-moi-100-da-hoan-thien-re-nhat-tan-phu-3-65-ty-id22493153
"F 15, TÂN BÌNH – HXH- NHÀ PHỐ CAO CẤP 5 tầng – 60m2 (4 x 15m)- Sổ A4","Quận Tân Bình, TPHCM",7 tỷ 290 triệu,5 PN,5 WC,60 m2,https://mogi.vn/quan-tan-binh/mua-nha-hem-ngo/f-15-tan-binh-hxh-nha-pho-cao-cap-5-tang-60m2-4-x-15m-so-a4-id22535435
"Bán Tòa nhà CHDV MTNB Bàu Cát 2,P14,TB.dt 8x14. đúc 5 Lầu, Thang Máy","Quận Tân Bình, TPHCM",22 tỷ 200 triệu,25 PN,25 WC,110 m2,https://mogi.vn/quan-tan-binh/mua-duong-noi-bo/ban-toa-nha-chdv-mtnb-bau-cat-2-p14-tb-dt-8x14-duc-5-lau-thang-may-id22486687
CÓ 102 CHDV THU 40TR/THÁNG 5Tầng 52M2 HXH chỉ hơn 5tỷ ngay ĐH VĂN LANG,"Quận Gò Vấp, TPHCM",5 tỷ 890 triệu,10 PN,10 WC,54 m2,https://mogi.vn/quan-go-vap/mua-nha-hem-ngo/co-102-chdv-thu-40tr-thang-5tang-52m2-hxh-chi-hon-5ty-ngay-dh-van-lang-id22482228
Bán Nhà Tân Phú - GARA XE 7chỗ - 4Tầng BTCT- Nhỉnh 10Tỷ.,"Quận Tân Phú, TPHCM",10 tỷ 600 triệu,4 PN,5 WC,68 m2,https://mogi.vn/quan-tan-phu/mua-nha-hem-ngo/ban-nha-tan-phu-gara-xe-7cho-4tang-btct-nhinh-10ty-id22486647
Tô Hiến Thành - Quận 10 - 4 Tầng - Hẻm 10M - DT 4 x 13 - Chỉ 5.9 Tỷ,"Quận 10, TPHCM",5 tỷ 900 triệu,3 PN,3 WC,53 m2,https://mogi.vn/quan-10/mua-nha-mat-tien-pho/to-hien-thanh-quan-10-4-tang-hem-10m-dt-4-x-13-chi-5-9-ty-id22512991
"TRUNG CHÁNH, Bán gấp nhà 3 tầng, Mạt tiền KD Đỉnh, chỉ 6.29 tỷ TL.","Huyện Hóc Môn, TPHCM",6 tỷ 290 triệu,4 PN,3 WC,70 m2,https://mogi.vn/huyen-hoc-mon/mua-nha-mat-tien-pho/trung-chanh-ban-gap-nha-3-tang-mat-tien-kd-dinh-chi-6-29-ty-tl-id22482648
"Bán nhà MT đường Số 30, P. Bình Trị Đông B, 4.5 x 20m, 3.5 tấm, giá 10","Quận Bình Tân, TPHCM",10 tỷ 800 triệu,6 PN,3 WC,90 m2,https://mogi.vn/quan-binh-tan/mua-nha-mat-tien-pho/ban-nha-mt-duong-so-30-p-binh-tri-dong-b-4-5-x-20m-3-5-tam-gia-10-id21575009
Bán nhà Lô Tư giáp Tân Phú - Hẻm Xe Hơi - 3Tầng Mới - Nhỉnh 4Tỷ,"Quận Bình Tân, TPHCM",4 tỷ 500 triệu,3 PN,3 WC,50 m2,https://mogi.vn/quan-binh-tan/mua-nha-hem-ngo/ban-nha-lo-tu-giap-tan-phu-hem-xe-hoi-3tang-moi-nhinh-4ty-id22437121
"Bán nhà mặt tiền Nguyễn Trường Tộ. 4x20. 4 lầu, 5PN3Wc.","Quận Tân Phú, TPHCM",11 tỷ 499 triệu,5 PN,3 WC,80 m2,https://mogi.vn/quan-tan-phu/mua-nha-mat-tien-pho/ban-nha-mat-tien-nguyen-truong-to-4x20-4-lau-5pn3wc-id22509891
"CHỉ nhỉnh 10 tỷ Bán nhà Siêu Đẹp HXH8m Gò Dầu,DT 5x15. Đúc 5 Tấm mới","Quận Tân Phú, TPHCM",10 tỷ 200 triệu,5 PN,4 WC,75 m2,https://mogi.vn/quan-tan-phu/mua-nha-hem-ngo/chi-nhinh-10-ty-ban-nha-sieu-dep-hxh8m-go-dau-dt-5x15-duc-5-tam-moi-id22398067
Bán nhà mặt tiền nội bộ cư xá Phú Lâm A p12Q6 GIẢM THÊM 100TR,"Quận 6, TPHCM",7 tỷ 200 triệu,0 PN,0 WC,68 m2,https://mogi.vn/quan-6/mua-duong-noi-bo/ban-nha-mat-tien-noi-bo-cu-xa-phu-lam-a-p12q6-giam-them-100tr-id22494521
"MẶT TIỀN KD CHỢ HẠNH THÔNG TÂY -100m2, 4 tầng BTCT- Doanh thu 60tr/th","Quận Gò Vấp, TPHCM",9 tỷ 990 triệu,10 PN,10 WC,100 m2,https://mogi.vn/quan-go-vap/mua-nha-mat-tien-pho/mat-tien-kd-cho-hanh-thong-tay-100m2-4-tang-btct-doanh-thu-60tr-th-id22531018
"Bán Tòa nhà MT Vườn Lài,Tân Phú.Dt 8x20. Đúc 5 Lầu VỊ TRÍ ĐẸP","Quận Tân Phú, TPHCM",37 tỷ,10 PN,10 WC,160 m2,https://mogi.vn/quan-tan-phu/mua-nha-mat-tien-pho/ban-toa-nha-mt-vuon-lai-tan-phu-dt-8x20-duc-5-lau-vi-tri-dep-id22486690
Bán nhà Gò Vấp - Ngay EMART - 51M2 - Dương Quảng Hàm- Hơn 4Tỷ.,"Quận Gò Vấp, TPHCM",4 tỷ 600 triệu,2 PN,1 WC,51 m2,https://mogi.vn/quan-go-vap/mua-nha-hem-ngo/ban-nha-go-vap-ngay-emart-51m2-duong-quang-ham-hon-4ty-id22486640
"Giảm 1 TỶ! Nhà 5 Tầng 75m2 (4m x 18m), 6PN, Nơ Trang Long chỉ 8.x tỷ","Quận Bình Thạnh, TPHCM",8 tỷ 990 triệu,4 PN,18 WC,75 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/giam-1-ty-nha-5-tang-75m2-4m-x-18m-6pn-no-trang-long-chi-8-x-ty-id22478627
Đinh Tiên Hoàng - P3 - Bình Thạnh - 4 Tầng 8PN - Chỉ 6.1 Tỷ,"Quận Bình Thạnh, TPHCM",6 tỷ 100 triệu,8 PN,7 WC,49 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/dinh-tien-hoang-p3-binh-thanh-4-tang-8pn-chi-6-1-ty-id22512151
"Nhà mới 100% đường số 1C khu Tên lửa, Bình Tân. Dt:4x16m, giá 8,5 tỷ.","Quận Bình Tân, TPHCM",8 tỷ 500 triệu,4 PN,4 WC,64 m2,https://mogi.vn/quan-binh-tan/mua-duong-noi-bo/nha-moi-100-duong-so-1c-khu-ten-lua-binh-tan-dt-4x16m-gia-8-5-ty-id22439976
"Bán nhà 3 tầng, đường TÔ Ký , HXH, ngay CVPM Quang Trung chỉ 5.5 tỷ","Quận 12, TPHCM",5 tỷ 500 triệu,4 PN,3 WC,86 m2,https://mogi.vn/quan-12/mua-nha-hem-ngo/ban-nha-3-tang-duong-to-ky-hxh-ngay-cvpm-quang-trung-chi-5-5-ty-id22483402
"Bán nhà mặt tiền kinh doanh đường số, Lò Lu, Q9, 168m2, 6 phòng trọ.","Quận 9 (TP. Thủ Đức), TPHCM",13 tỷ,8 PN,7 WC,168 m2,https://mogi.vn/quan-9/mua-nha-mat-tien-pho/ban-nha-mat-tien-kinh-doanh-duong-so-lo-lu-q9-168m2-6-phong-tro-id22495792
"Bán Nhà Vườn Lài - Hẻm Xe Hơi Vào Nhà - 5Tầng BTCT Mới - Giá 6,6 Tỷ T","Quận Tân Phú, TPHCM",6 tỷ 600 triệu,4 PN,4 WC,48 m2,https://mogi.vn/quan-tan-phu/mua-nha-hem-ngo/ban-nha-vuon-lai-hem-xe-hoi-vao-nha-5tang-btct-moi-gia-6-6-ty-t-id22440325
"Bán nhà Hẻm 618 Âu CƠ,p10,tân BÌnh.DT 3.5x8m. đúc 1 lầu hẻm 3m thông","Quận Tân Bình, TPHCM",3 tỷ 100 triệu,1 PN,2 WC,25 m2,https://mogi.vn/quan-tan-binh/mua-nha-hem-ngo/ban-nha-hem-618-au-co-p10-tan-binh-dt-3-5x8m-duc-1-lau-hem-3m-thong-id22453779
Bán gấp nhà hẻm 6m nguyễn Văn Luông p12q6,"Quận 6, TPHCM",2 tỷ 550 triệu,2 PN,2 WC,20 m2,https://mogi.vn/quan-6/mua-nha-hem-ngo/ban-gap-nha-hem-6m-nguyen-van-luong-p12q6-id22497111
"RẺ NHẤT BÌNH TÂN– HẺM XE TẢI thông- 90m2 (4,3 x 21m), 2 tầng BTCT, 3PN","Quận Bình Tân, TPHCM",4 tỷ 990 triệu,3 PN,3 WC,90 m2,https://mogi.vn/quan-binh-tan/mua-nha-hem-ngo/re-nhat-binh-tan-hem-xe-tai-thong-90m2-4-3-x-21m-2-tang-btct-3pn-id22536653
"Bán biệt thự vip Ba Vân, P14, Tân Bình. DT 10x17m đúc 3 lầu NTCC","Quận Tân Bình, TPHCM",19 tỷ,5 PN,5 WC,140 m2,https://mogi.vn/quan-tan-binh/mua-nha-hem-ngo/ban-biet-thu-vip-ba-van-p14-tan-binh-dt-10x17m-duc-3-lau-ntcc-id22486688
Bán Nhà Tân Phú - 2 Tầng BTCT- 58m2 - HXH- Hơn Bốn TỶ,"Quận Tân Phú, TPHCM",4 tỷ 750 triệu,2 PN,2 WC,58 m2,https://mogi.vn/quan-tan-phu/mua-nha-hem-ngo/ban-nha-tan-phu-2-tang-btct-58m2-hxh-hon-bon-ty-id22479801
"Siêu Rẻ ! Hẻm xe tải, Nguyễn Văn Đậu, 4 Tầng, 150m2, chỉ 16.x tỷ","Quận Bình Thạnh, TPHCM",16 tỷ 980 triệu,4 PN,5 WC,150 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/sieu-re-hem-xe-tai-nguyen-van-dau-4-tang-150m2-chi-16-x-ty-id22527871
Lê Văn Quới - Bình Tân - 3 Tầng - HXH - 5PN - 60m2 - Giá 4.3 Tỷ,"Quận Bình Tân, TPHCM",4 tỷ 300 triệu,5 PN,5 WC,60 m2,https://mogi.vn/quan-binh-tan/mua-nha-mat-tien-pho/le-van-quoi-binh-tan-3-tang-hxh-5pn-60m2-gia-4-3-ty-id22511612
"Giảm sốc, bán nhanh 2 căn nhà đường MH4, Xuân Thới Đông chỉ 6.6 tỷ.","Huyện Hóc Môn, TPHCM",6 tỷ 600 triệu,4 PN,4 WC,112 m2,https://mogi.vn/huyen-hoc-mon/mua-nha-hem-ngo/giam-soc-ban-nhanh-2-can-nha-duong-mh4-xuan-thoi-dong-chi-6-6-ty-id22491673
"Bán biệt thự MT đường Số 13, P. An Lạc A, 8 x 20m, 2 tấm, giá 18.8 tỷ.","Quận Bình Tân, TPHCM",18 tỷ 800 triệu,6 PN,3 WC,160 m2,https://mogi.vn/quan-binh-tan/mua-nha-biet-thu-lien-ke/ban-biet-thu-mt-duong-so-13-p-an-lac-a-8-x-20m-2-tam-gia-18-8-ty-id21586624
Bán nhà Phan Anh Hẻm Xe Tải Tránh- Kinh Doanh- 82M2- 4Tầng- Nhỉnh 6 Tỷ,"Quận Bình Tân, TPHCM",6 tỷ 400 triệu,5 PN,4 WC,82 m2,https://mogi.vn/quan-binh-tan/mua-nha-hem-ngo/ban-nha-phan-anh-hem-xe-tai-tranh-kinh-doanh-82m2-4tang-nhinh-6-ty-id22458852
"Bán nhà mặt tiền đường 359, Đỗ Xuân Hợp, Q9, 74m2, có sẵn dòng tiền.","Quận 9 (TP. Thủ Đức), TPHCM",6 tỷ 300 triệu,2 PN,1 WC,74 m2,https://mogi.vn/quan-9/mua-nha-mat-tien-pho/ban-nha-mat-tien-duong-359-do-xuan-hop-q9-74m2-co-san-dong-tien-id22488027
"nhà mặt tiền kinh doanh khu Bình Phú, Q6","Quận 6, TPHCM",10 tỷ,4 PN,5 WC,48 m2,https://mogi.vn/quan-6/mua-nha-mat-tien-pho/nha-mat-tien-kinh-doanh-khu-binh-phu-q6-id22497702
HẺM XE TẢI BÌNH TÂN SÁT AEON TÂN PHÚ - 76m2 - 4 tầng đúc- Giá siêu rẻ,"Quận Bình Tân, TPHCM",5 tỷ 950 triệu,4 PN,6 WC,76 m2,https://mogi.vn/quan-binh-tan/mua-nha-hem-ngo/hem-xe-tai-binh-tan-sat-aeon-tan-phu-76m2-4-tang-duc-gia-sieu-re-id22480539
"Chỉ chưa tới 190tr/m2 MTKD Lũy Bán Bích,Tân Phú.DT 11.5x24, DTCN 295m2","Quận Tân Phú, TPHCM",56 tỷ,9 PN,5 WC,295 m2,https://mogi.vn/quan-tan-phu/mua-nha-mat-tien-pho/chi-chua-toi-190tr-m2-mtkd-luy-ban-bich-tan-phu-dt-11-5x24-dtcn-295m2-id22486716
"Siêu Rẻ! Hẻm 3.5m Lê Quang Định, Nhà 3Tầng BTCT, 40m2, 3PN, chỉ 4.x tỷ","Quận Bình Thạnh, TPHCM",4 tỷ 980 triệu,3 PN,3 WC,40 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/sieu-re-hem-3-5m-le-quang-dinh-nha-3tang-btct-40m2-3pn-chi-4-x-ty-id22527865
Bán Nhà Gò Vấp - 3 Tầng - 41M2 Chỉ Hơn 3Tỷ.,"Quận Gò Vấp, TPHCM",3 tỷ 800 triệu,3 PN,3 WC,41 m2,https://mogi.vn/quan-go-vap/mua-nha-hem-ngo/ban-nha-go-vap-3-tang-41m2-chi-hon-3ty-id22479327
Cộng Hoà - Tân Bình - 80m2 - Nhỉnh 12 tỷ,"Quận Tân Bình, TPHCM",12 tỷ,0 PN,0 WC,80 m2,https://mogi.vn/quan-tan-binh/mua-nha-mat-tien-pho/cong-hoa-tan-binh-80m2-nhinh-12-ty-id22511370
"Bán biệt thự khu víp, khu Tên Lửa, Bình Tân, 10x20m, kết cấu, 3.5 tấm.","Quận Bình Tân, TPHCM",29 tỷ 500 triệu,5 PN,5 WC,200 m2,https://mogi.vn/quan-binh-tan/mua-nha-biet-thu-lien-ke/ban-biet-thu-khu-vip-khu-ten-lua-binh-tan-10x20m-ket-cau-3-5-tam-id22402313
"Bán nhà 3 tầng Nguyễn Ảnh Thủ, gần CoOp Mark, Trung Mỹ Tây chỉ 6.4 tỷ","Quận 12, TPHCM",6 tỷ 400 triệu,3 PN,3 WC,72 m2,https://mogi.vn/quan-12/mua-duong-noi-bo/ban-nha-3-tang-nguyen-anh-thu-gan-coop-mark-trung-my-tay-chi-6-4-ty-id22490799
"Bán nhà MT đường Số 32, P. Bình Trị Đông B, 4 x 16m, cấp 4, giá 7.8 tỷ","Quận Bình Tân, TPHCM",7 tỷ 800 triệu,6 PN,3 WC,64 m2,https://mogi.vn/quan-binh-tan/mua-nha-mat-tien-pho/ban-nha-mt-duong-so-32-p-binh-tri-dong-b-4-x-16m-cap-4-gia-7-8-ty-id21590127
"Bán nhà mặt tiền KD VIP Đại lộ 2 giao với Đỗ Xuân Hợp, Q9, 92m2, 2PN.","Quận 9 (TP. Thủ Đức), TPHCM",12 tỷ 800 triệu,2 PN,1 WC,92 m2,https://mogi.vn/quan-9/mua-nha-mat-tien-pho/ban-nha-mat-tien-kd-vip-dai-lo-2-giao-voi-do-xuan-hop-q9-92m2-2pn-id22485051
"Bán Mặt Tiền Kinh Doanh ngay Aeon Tân Phú 56M2- 2Tầng Mới- Chỉ 6,8 Tỷ","Quận Bình Tân, TPHCM",6 tỷ 800 triệu,2 PN,2 WC,56 m2,https://mogi.vn/quan-binh-tan/mua-nha-mat-tien-pho/ban-mat-tien-kinh-doanh-ngay-aeon-tan-phu-56m2-2tang-moi-chi-6-8-ty-id22477208
"Bán nhà đường LÊ TRỰC P. 7, dt: 4,45m × 11,5m = 48,2m2 . 2 lầu. 7.5 tỷ","Quận Bình Thạnh, TPHCM",7 tỷ 500 triệu,5 PN,5 WC,60 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/ban-nha-duong-le-truc-p-7-dt-4-45m-11-5m-48-2m2-2-lau-7-5-ty-id22466703
"Nhà hẻm ô tô Lũy bán bích, Giáp quận 11,DT : 4.2x16.5, Nhà 4 tầng.","Quận Tân Phú, TPHCM",6 tỷ 200 triệu,4 PN,3 WC,70 m2,https://mogi.vn/quan-tan-phu/mua-nha-hem-ngo/nha-hem-o-to-luy-ban-bich-giap-quan-11-dt-4-2x16-5-nha-4-tang-id22339395
Nhà 45// Lê Cơ phường An Lạc Bình Tân,"Quận Bình Tân, TPHCM",3 tỷ 480 triệu,4 PN,3 WC,44 m2,https://mogi.vn/quan-binh-tan/mua-nha-hem-ngo/nha-45-le-co-phuong-an-lac-binh-tan-id22500826
GIÁP AEON TÂN PHÚ – HẺM 8M THÔNG – Nhà mới 5 tầng BTCT - Giá rẻ,"Quận Bình Tân, TPHCM",5 tỷ 800 triệu,5 PN,4 WC,48 m2,https://mogi.vn/quan-binh-tan/mua-nha-mat-tien-pho/giap-aeon-tan-phu-hem-8m-thong-nha-moi-5-tang-btct-gia-re-id22480087
"Bán nhà 1 trệt 2 lầu đường số 11 ,phường bình trưng tây quận 2","Quận 2 (TP. Thủ Đức), TPHCM",5 tỷ 700 triệu,4 PN,4 WC,50 m2,https://mogi.vn/quan-2/mua-duong-noi-bo/ban-nha-1-tret-2-lau-duong-so-11-phuong-binh-trung-tay-quan-2-id22450245
"CHỉ nhỉnh 7 Tỷ Bán nhà HXH Nguyễn Hồng Đào,P14,Tb.DT 4.2x16.","Quận Tân Bình, TPHCM",7 tỷ 500 triệu,1 PN,1 WC,70 m2,https://mogi.vn/quan-tan-binh/mua-nha-hem-ngo/chi-nhinh-7-ty-ban-nha-hxh-nguyen-hong-dao-p14-tb-dt-4-2x16-id22486705
"HOT! Hẻm xe hơi, Lê Quang Định, Bình Thạnh, 3 Tầng, 100m2, chỉ 10.x tỷ","Quận Bình Thạnh, TPHCM",10 tỷ 280 triệu,5 PN,6 WC,100 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/hot-hem-xe-hoi-le-quang-dinh-binh-thanh-3-tang-100m2-chi-10-x-ty-id22527856
Bán Nhà Ngộp Bank Bán Nhà (120m2) 4Tầng - 3 Mặt Tiền - HXH Thông.,"Quận 12, TPHCM",4 tỷ 800 triệu,6 PN,6 WC,120 m2,https://mogi.vn/quan-12/mua-nha-hem-ngo/ban-nha-ngop-bank-ban-nha-120m2-4tang-3-mat-tien-hxh-thong-id22456139
Nhà Ngộp Bank Cần Bán Gấp tại đường Sơn Hưng Phường 12 Tân Bình.,"Quận Tân Bình, TPHCM",6 tỷ 900 triệu,3 PN,3 WC,60 m2,https://mogi.vn/quan-tan-binh/mua-nha-mat-tien-pho/nha-ngop-bank-can-ban-gap-tai-duong-son-hung-phuong-12-tan-binh-id22502359
"Biệt thự víp MTNB đường số khu Tên Lửa, Bình Tân. 10x20m,","Quận Bình Tân, TPHCM",32 tỷ,5 PN,5 WC,200 m2,https://mogi.vn/quan-binh-tan/mua-nha-biet-thu-lien-ke/biet-thu-vip-mtnb-duong-so-khu-ten-lua-binh-tan-10x20m-id22383976
Bán nhà dương bá cung 7.9 tỷ tl dt 4x18m 3 tấm .,"Quận Bình Tân, TPHCM",7 tỷ 900 triệu,6 PN,3 WC,72 m2,https://mogi.vn/quan-binh-tan/mua-nha-mat-tien-pho/ban-nha-duong-ba-cung-7-9-ty-tl-dt-4x18m-3-tam-id21795653
"Nhà mặt tiền đường số, Làng Tăng Phú, Q9, 103m2, 2 tầng, KD đa nghề.","Quận 9 (TP. Thủ Đức), TPHCM",12 tỷ,5 PN,2 WC,103 m2,https://mogi.vn/quan-9/mua-nha-mat-tien-pho/nha-mat-tien-duong-so-lang-tang-phu-q9-103m2-2-tang-kd-da-nghe-id22478768
"Ngộp Bank bán gấp nhà Gần Aeon Tân Phú 5x21M - 3Tầng BTCT chỉ 6,8 Tỷ T","Quận Bình Tân, TPHCM",6 tỷ 800 triệu,4 PN,3 WC,105 m2,https://mogi.vn/quan-binh-tan/mua-nha-hem-ngo/ngop-bank-ban-gap-nha-gan-aeon-tan-phu-5x21m-3tang-btct-chi-6-8-ty-t-id22497826
"Ngộp bán gấp. Hẻm ô tô đường Lương Thế Vinh 83 m2 Giá 6,9 tỷ","Quận Tân Phú, TPHCM",7 tỷ,6 PN,3 WC,83 m2,https://mogi.vn/quan-tan-phu/mua-nha-hem-ngo/ngop-ban-gap-hem-o-to-duong-luong-the-vinh-83-m2-gia-6-9-ty-id22343905
VIP TRƯỜNG CHINH – XE HƠI VÀO NHÀ - 68m2- 3 Tầng mới đẹp - Giá rẻ,"Quận 12, TPHCM",5 tỷ 700 triệu,4 PN,3 WC,68 m2,https://mogi.vn/quan-12/mua-nha-hem-ngo/vip-truong-chinh-xe-hoi-vao-nha-68m2-3-tang-moi-dep-gia-re-id22437472
SIÊU PHẨM PHẠM VĂN CHÍ P3Q6..ngay trung tâm chợ Bình Tây,"Quận 6, TPHCM",4 tỷ 680 triệu,3 PN,2 WC,50 m2,https://mogi.vn/quan-6/mua-nha-hem-ngo/sieu-pham-pham-van-chi-p3q6-ngay-trung-tam-cho-binh-tay-id22500829
✅ Bán nhà quận 2 - Gần UBND Quận 2 - Building văn phòng,"Quận 2 (TP. Thủ Đức), TPHCM",44 tỷ,5 PN,5 WC,108 m2,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/ban-nha-quan-2-gan-ubnd-quan-2-building-van-phong-id22538859
